Common name;GPCRdb ID;Reference ligand;Vendors;Species;Assay Type;Activity Type;Activity Relation;Activity Value;p-value (-log);Fold selectivity;Tested GPCRs;Assay Description;Source;Mol weight;Rot Bonds;H don;H acc;LogP;Smiles;DOI
CHEMBL1632206;56474;None;0;Human;Binding;Ki;=;398,11;6,40;-1584;9;Binding affinity to human recombinant dopamine D2 receptor by radioligand displacement assay;ChEMBL;388,2;5;1;4;3,87;CC(=O)Nc1cccc(CCN2CCN(c3cccc4nc(C)ccc34)CC2)c1;https://dx.doi.org/10.1021/jm100714c
CHEMBL1632210;56478;None;0;Human;Binding;Ki;=;398,11;6,40;-1258;9;Binding affinity to human recombinant dopamine D2 receptor by radioligand displacement assay;ChEMBL;450,2;6;1;4;5,16;Cc1ccc2c(N3CCN(CCc4cccc(NC(=O)c5ccccc5)c4)CC3)cccc2n1;https://dx.doi.org/10.1021/jm100714c
CHEMBL1632217;56485;None;0;Human;Binding;Ki;=;199,53;6,70;-999;9;Binding affinity to human recombinant dopamine D2 receptor by radioligand displacement assay;ChEMBL;452,2;6;1;6;3,95;Cc1ccc2c(N3CCN(CCc4cccc(NC(=O)c5cnccn5)c4)CC3)cccc2n1;https://dx.doi.org/10.1021/jm100714c
CHEMBL1632220;56488;None;0;Human;Binding;Ki;=;316,23;6,50;-1995;9;Binding affinity to human recombinant dopamine D2 receptor by radioligand displacement assay;ChEMBL;417,3;6;2;4;4,05;CCNC(=O)Nc1cccc(CCN2CCN(c3cccc4nc(C)ccc34)CC2)c1;https://dx.doi.org/10.1021/jm100714c
CHEMBL1632223;56491;None;0;Human;Binding;Ki;=;79,43;7,10;-251;7;Binding affinity to human recombinant dopamine D2 receptor by radioligand displacement assay;ChEMBL;465,3;6;2;4;5,55;Cc1ccc2c(N3CCN(CCc4cccc(NC(=O)Nc5ccccc5)c4)CC3)cccc2n1;https://dx.doi.org/10.1021/jm100714c
CHEMBL163239;56492;None;0;Human;Binding;Ki;=;440,00;6,36;-4;3;Ability to inhibit the binding of [3H]spiperone to the Dopamine receptor D2L in COS7 cells;ChEMBL;361,2;1;0;1;6,30;CC(C)=C1c2ccccc2C=C(C2=CCN(C)CC2)c2cc(Cl)ccc21;https://dx.doi.org/10.1021/jm00004a016
CHEMBL163261;56503;None;0;Human;Binding;Ki;=;20,00;7,70;-6;3;Binding affinity towards DA D2 receptor using [3H]N-methyl-spiperone as radioligand.;ChEMBL;389,2;5;1;4;4,25;Nc1ccccc1C(=O)CCCN1CC[C@@H]2[C@H](C1)c1cccc3c1N2CCCC3;https://dx.doi.org/10.1016/s0960-894x(02)01028-4
CHEMBL163742;56549;None;0;Human;Binding;Ki;=;41,00;7,39;-51;3;Binding affinity towards DA D2 receptor using [3H]N-methyl-spiperone as radioligand.;ChEMBL;393,2;5;1;5;4,02;Nc1ccccc1C(=O)CCCN1CC[C@H]2[C@@H](C1)c1cccc3c1N2CCS3;https://dx.doi.org/10.1016/s0960-894x(02)01028-4
CHEMBL163863;56557;None;0;Human;Binding;Ki;=;230,00;6,64;-11;3;Ability to inhibit the binding of [3H]spiperone to the Dopamine receptor D2L in COS7 cells;ChEMBL;289,1;1;0;2;4,59;CN1CC=C(C2=Cc3ccccc3Oc3ccccc32)CC1;https://dx.doi.org/10.1021/jm00004a016
CHEMBL163895;56561;None;0;Human;Binding;Ki;=;26,00;7,58;-2;3;Binding affinity towards DA D2 receptor using [3H]N-methyl-spiperone as radioligand.;ChEMBL;496,2;7;2;5;5,10;CCNC(=O)Nc1cc(F)ccc1C(=O)CCCN1CC[C@H]2[C@@H](C1)c1cccc3c1N2CCCS3;https://dx.doi.org/10.1016/s0960-894x(02)01028-4
CHEMBL163904;56563;None;0;Human;Binding;Ki;=;29,00;7,54;-23;3;Binding affinity towards DA D2 receptor using [3H]N-methyl-spiperone as radioligand.;ChEMBL;393,2;5;1;4;4,00;Nc1cc(F)ccc1C(=O)CCCN1CC[C@@H]2[C@H](C1)c1cccc3c1N2CCC3;https://dx.doi.org/10.1016/s0960-894x(02)01028-4
CHEMBL164185;56638;None;0;Human;Binding;Ki;=;15,00;7,82;-8;3;Binding affinity towards DA D2 receptor using [3H]N-methyl-spiperone as radioligand.;ChEMBL;407,2;5;1;5;4,41;Nc1ccccc1C(=O)CCCN1CC[C@H]2[C@@H](C1)c1cccc3c1N2CCCS3;https://dx.doi.org/10.1016/s0960-894x(02)01028-4
CHEMBL164185;56638;None;0;Human;Binding;Ki;=;6,00;8,22;-8;3;Binding affinity towards DA D2 receptor using [3H]N-methyl-spiperone as radioligand.;ChEMBL;407,2;5;1;5;4,41;Nc1ccccc1C(=O)CCCN1CC[C@H]2[C@@H](C1)c1cccc3c1N2CCCS3;https://dx.doi.org/10.1016/s0960-894x(02)01028-4
CHEMBL1642118;56681;None;0;Human;Binding;IC50;=;136,00;6,87;-;6;Displacement of [3H]spiperone from human dopamine D2 receptor expressed in cells;ChEMBL;449,2;3;0;5;3,76;CC1CC(=O)c2ccc(N3CCN(C)CC3)cc2N1S(=O)(=O)c1ccc2ccccc2c1;https://dx.doi.org/10.1016/j.bmcl.2010.12.007
CHEMBL1642128;56691;None;0;Human;Binding;IC50;=;1784,00;5,75;-;6;Displacement of [3H]spiperone from human dopamine D2 receptor expressed in cells;ChEMBL;463,2;3;0;5;4,07;Cc1cc(N2CCN(C)CC2)c2c(c1)N(S(=O)(=O)c1ccc3ccccc3c1)C(C)CC2=O;https://dx.doi.org/10.1016/j.bmcl.2010.12.007
CHEMBL164338;56778;None;0;Human;Binding;Ki;=;15,10;7,82;3;3;Binding affinity towards DA D2 receptor using [3H]N-methyl-spiperone as radioligand.;ChEMBL;497,2;7;1;6;5,53;CCOC(=O)Nc1cc(F)ccc1C(=O)CCCN1CC[C@H]2[C@@H](C1)c1cccc3c1N2CCCS3;https://dx.doi.org/10.1016/s0960-894x(02)01028-4
CHEMBL164471;57070;None;0;Human;Binding;Ki;=;45,71;7,34;-72;4;Displacement of [3H]spiperone from human cloned dopamine D2 receptor;ChEMBL;382,2;4;0;5;4,58;O=C1c2ccoc2CCC1CCN1CCC(c2noc3cc(F)ccc23)CC1;https://dx.doi.org/10.1021/jm800602w
CHEMBL1644978;57086;None;0;Human;Binding;Ki;=;194,00;6,71;1;17;Displacement of [3H]N-methylspiperone from human dopamine D2 receptor expressed in stable fibroblast cells by radioligand binding assay;ChEMBL;537,2;8;1;2;7,92;OC1(c2ccc(Cl)c(C(F)(F)F)c2)CCN(CCCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1;https://dx.doi.org/10.1016/j.bmcl.2018.10.036
CHEMBL1644980;57087;None;0;Human;Binding;Ki;=;38,00;7,42;1;16;Displacement of [3H]N-methylspiperone from human dopamine D2 receptor expressed in stable fibroblast cells by radioligand binding assay;ChEMBL;487,2;7;1;2;7,25;OC1(c2ccc(Cl)c(C(F)(F)F)c2)CCN(CCCC(c2ccccc2)c2ccccc2)CC1;https://dx.doi.org/10.1016/j.bmcl.2018.10.036
CHEMBL164604;57163;None;0;Human;Binding;Ki;=;4,70;8,33;-1;3;Binding affinity determined by measuring its ability to displace [3H]N-0437 radioligand in CHO-K1 cells on Cloned Human Dopamine receptor D2;ChEMBL;362,2;6;1;4;4,63;C1=C(c2ccccc2)CCN(CC[C@H]2CC[C@H](Nc3ncccn3)CC2)C1;https://dx.doi.org/10.1021/jm9707378
CHEMBL164723;57175;None;0;Human;Binding;Ki;=;25,00;7,60;-5;3;Binding affinity determined by measuring its ability to displace [3H]N-0437 radioligand in CHO-K1 cells on Cloned Human Dopamine receptor D2;ChEMBL;366,3;6;1;6;3,06;c1cnc(N[C@H]2CC[C@H](CCN3CCN(c4cccnc4)CC3)CC2)nc1;https://dx.doi.org/10.1021/jm9707378
CHEMBL164736;57176;None;0;Human;Binding;Ki;=;13000,00;4,89;-6;4;Binding Affinity on High Affinity Site of Dopamine receptor D2S;ChEMBL;387,3;5;0;1;6,11;CCCN(CCC)C1CCC(=C(C#C[Si](C)(C)C)C#C[Si](C)(C)C)CC1;https://dx.doi.org/10.1021/jm991098z
CHEMBL164736;57176;None;0;Human;Binding;Ki;=;11000,00;4,96;-6;4;Binding affinity on High Affinity Site of Dopamine receptor D2L;ChEMBL;387,3;5;0;1;6,11;CCCN(CCC)C1CCC(=C(C#C[Si](C)(C)C)C#C[Si](C)(C)C)CC1;https://dx.doi.org/10.1021/jm991098z
CHEMBL164744;57177;None;0;Human;Binding;Ki;=;7,70;8,11;11;3;Binding affinity towards DA D2 receptor using [3H]N-methyl-spiperone as radioligand.;ChEMBL;453,2;7;1;5;4,53;O=CNc1cc(F)ccc1C(=O)CCCN1CC[C@H]2[C@@H](C1)c1cccc3c1N2CCCS3;https://dx.doi.org/10.1016/s0960-894x(02)01028-4
CHEMBL164792;57187;None;0;Human;Binding;IC50;=;9,90;8,00;-6;3;The in vitro intrinsic activity was measured at DA D2 receptor by measuring its ability to increase [3H]thymidine uptake in CHO-K1 cells transfected with the Dopamine receptor D2;ChEMBL;395,3;7;1;6;3,67;COc1ccccc1N1CCN(CC[C@H]2CC[C@H](Nc3ncccn3)CC2)CC1;https://dx.doi.org/10.1021/jm9707378
CHEMBL164792;57187;None;0;Human;Binding;Ki;=;3,00;8,52;-6;3;Binding affinity determined by measuring its ability to displace [3H]N-0437 radioligand in CHO-K1 cells on Cloned Human Dopamine receptor D2;ChEMBL;395,3;7;1;6;3,67;COc1ccccc1N1CCN(CC[C@H]2CC[C@H](Nc3ncccn3)CC2)CC1;https://dx.doi.org/10.1021/jm9707378
CHEMBL164909;57202;None;0;Human;Binding;Ki;=;50,00;7,30;1;3;Binding affinity towards DA D2 receptor using [3H]N-methyl-spiperone as radioligand.;ChEMBL;423,2;5;2;6;4,11;Nc1cc(O)ccc1C(=O)CCCN1CC[C@H]2[C@@H](C1)c1cccc3c1N2CCCS3;https://dx.doi.org/10.1016/s0960-894x(02)01028-4
CHEMBL164950;57206;None;0;Human;Binding;Ki;=;15000,00;4,82;-9;2;Binding Affinity on High Affinity Site of Dopamine receptor D2S;ChEMBL;245,2;5;0;3;3,40;CCCN(CCC)C1CCC(=C(C#N)C#N)CC1;https://dx.doi.org/10.1021/jm991098z
CHEMBL164979;57212;None;0;Human;Binding;Ki;=;39,00;7,41;2;2;Binding affinity determined by measuring its ability to displace [3H]N-0437 radioligand in CHO-K1 cells on Cloned Human Dopamine receptor D2;ChEMBL;338,2;8;1;4;4,01;CN(CCc1ccccc1)CC[C@H]1CC[C@H](Nc2ncccn2)CC1;https://dx.doi.org/10.1021/jm9707378
CHEMBL165022;57256;None;0;Human;Binding;Ki;=;12000,00;4,92;-3;4;Binding affinity on High Affinity Site of Dopamine receptor D2L;ChEMBL;243,2;5;0;1;3,61;C#CC(C#C)=C1CCC(N(CCC)CCC)CC1;https://dx.doi.org/10.1021/jm991098z
CHEMBL165047;57313;None;0;Human;Binding;Ki;=;4,80;8,32;-1;3;Binding affinity determined by measuring its ability to displace [3H]N-0437 radioligand in CHO-K1 cells on Cloned Human Dopamine receptor D2;ChEMBL;379,3;6;0;5;3,68;CN(c1ncccn1)[C@H]1CC[C@H](CCN2CCN(c3ccccc3)CC2)CC1;https://dx.doi.org/10.1021/jm9707378
CHEMBL165056;57314;None;0;Human;Binding;Ki;=;6,00;8,22;2;3;Binding affinity determined by measuring its ability to displace [3H]N-0437 radioligand in CHO-K1 cells on Cloned Human Dopamine receptor D2;ChEMBL;433,2;6;1;5;4,68;FC(F)(F)c1cccc(N2CCN(CC[C@H]3CC[C@H](Nc4ncccn4)CC3)CC2)c1;https://dx.doi.org/10.1021/jm9707378
CHEMBL165113;57341;None;0;Human;Binding;Ki;=;254,00;6,59;-2;2;In vitro binding affinity against human D2 dopamine receptor in CHO cells by [3H]spiperone displacement.;ChEMBL;382,2;5;0;7;2,24;COC(=O)c1ccc(OC[C@@H]2CC[C@H]3CN(c4ncccn4)CCN3C2)cc1;https://dx.doi.org/10.1016/s0960-894x(98)00108-5
CHEMBL165126;57356;None;0;Human;Binding;Ki;=;14,00;7,85;-1;3;Binding affinity towards DA D2 receptor using [3H]N-methyl-spiperone as radioligand.;ChEMBL;425,2;5;1;5;4,54;Nc1c(F)cccc1C(=O)CCCN1CC[C@H]2[C@@H](C1)c1cccc3c1N2CCCS3;https://dx.doi.org/10.1016/s0960-894x(02)01028-4
CHEMBL165140;57358;None;1;Human;Binding;Ki;=;7,40;8,13;2;3;Binding affinity determined by measuring its ability to displace [3H]N-0437 radioligand in CHO-K1 cells on Cloned Human Dopamine receptor D2;ChEMBL;379,3;7;1;5;4,05;c1ccc(N2CCN(CCC[C@H]3CC[C@H](Nc4ncccn4)CC3)CC2)cc1;https://dx.doi.org/10.1021/jm9707378
CHEMBL165171;57370;None;0;Human;Binding;Ki;=;5200,00;5,28;-4;4;Binding affinity on High Affinity Site of Dopamine receptor D2L;ChEMBL;395,3;5;0;1;6,45;CCCN(CCC)C1CCC(=C(C#Cc2ccccc2)C#Cc2ccccc2)CC1;https://dx.doi.org/10.1021/jm991098z
CHEMBL165171;57370;None;0;Human;Binding;Ki;=;7300,00;5,14;-4;4;Binding Affinity on High Affinity Site of Dopamine receptor D2S;ChEMBL;395,3;5;0;1;6,45;CCCN(CCC)C1CCC(=C(C#Cc2ccccc2)C#Cc2ccccc2)CC1;https://dx.doi.org/10.1021/jm991098z
CHEMBL165381;57442;None;0;Human;Binding;Ki;=;2400,00;5,62;-3;2;Binding affinity determined by measuring its ability to displace [3H]N-0437 radioligand in CHO-K1 cells on Cloned Human Dopamine receptor D2;ChEMBL;304,3;9;1;4;3,96;CCCN(CCC)CC[C@H]1CC[C@H](Nc2ncccn2)CC1;https://dx.doi.org/10.1021/jm9707378
CHEMBL165440;57449;None;0;Human;Binding;Ki;=;110,00;6,96;-2;3;Binding affinity determined by measuring its ability to displace [3H]N-0437 radioligand in CHO-K1 cells on Cloned Human Dopamine receptor D2;ChEMBL;336,2;5;1;4;3,90;c1cnc(N[C@H]2CC[C@H](CCN3CCc4ccccc4C3)CC2)nc1;https://dx.doi.org/10.1021/jm9707378
CHEMBL165504;57458;None;0;Human;Binding;Ki;=;38,00;7,42;-19;2;In vitro binding affinity against human D2 dopamine receptor in CHO cells by [3H]spiperone displacement.;ChEMBL;324,2;4;0;5;2,46;c1ccc(OC[C@H]2CC[C@H]3CN(c4ncccn4)CCN3C2)cc1;https://dx.doi.org/10.1016/s0960-894x(98)00108-5
CHEMBL165504;57458;None;0;Human;Binding;Ki;=;66,00;7,18;-19;2;In vitro binding affinity against human D2 dopamine receptor in CHO cells by [3H]spiperone displacement.;ChEMBL;324,2;4;0;5;2,46;c1ccc(OC[C@H]2CC[C@H]3CN(c4ncccn4)CCN3C2)cc1;https://dx.doi.org/10.1016/s0960-894x(98)00108-5
CHEMBL165664;57478;None;0;Human;Binding;Ki;=;5,70;8,24;7;3;Binding affinity determined by measuring its ability to displace [3H]N-0437 radioligand in CHO-K1 cells on Cloned Human Dopamine receptor D2;ChEMBL;351,2;5;1;5;3,27;c1ccc(N2CCN(C[C@H]3CC[C@H](Nc4ncccn4)CC3)CC2)cc1;https://dx.doi.org/10.1021/jm9707378
CHEMBL165679;57481;None;5;Human;Binding;EC50;=;29,00;7,54;-1;3;The in vitro intrinsic activity was measured at DA D2 receptor by measuring its ability to increase [3H]thymidine uptake in CHO-K1 cells transfected with the Dopamine receptor D2;ChEMBL;365,3;6;1;5;3,66;c1ccc(N2CCN(CC[C@H]3CC[C@H](Nc4ncccn4)CC3)CC2)cc1;https://dx.doi.org/10.1021/jm9707378
CHEMBL165679;57481;None;5;Human;Binding;Ki;=;5,20;8,28;-1;3;Binding affinity determined by measuring its ability to displace [3H]N-0437 radioligand in CHO-K1 cells on Cloned Human Dopamine receptor D2;ChEMBL;365,3;6;1;5;3,66;c1ccc(N2CCN(CC[C@H]3CC[C@H](Nc4ncccn4)CC3)CC2)cc1;https://dx.doi.org/10.1021/jm9707378
CHEMBL165689;57483;None;0;Human;Binding;Ki;=;180,00;6,75;-6;3;Binding affinity determined by measuring its ability to displace [3H]N-0437 radioligand in CHO-K1 cells on Cloned Human Dopamine receptor D2;ChEMBL;367,2;6;1;7;2,45;c1cnc(N[C@H]2CC[C@H](CCN3CCN(c4cnccn4)CC3)CC2)nc1;https://dx.doi.org/10.1021/jm9707378
CHEMBL165723;57486;None;0;Human;Binding;Ki;=;15,00;7,82;-1;3;Binding affinity towards DA D2 receptor using [3H]N-methyl-spiperone as radioligand.;ChEMBL;425,2;5;1;5;4,54;Nc1ccc(F)cc1C(=O)CCCN1CC[C@H]2[C@@H](C1)c1cccc3c1N2CCCS3;https://dx.doi.org/10.1016/s0960-894x(02)01028-4
CHEMBL165780;57493;None;0;Human;Binding;Ki;=;2,30;8,64;-11;3;Binding affinity towards DA D2 receptor using [3H]N-methyl-spiperone as radioligand.;ChEMBL;395,2;5;1;5;3,44;Nc1cc(F)ccc1C(=O)CCCN1CC[C@H]2[C@@H](C1)c1cccc3c1N2CCO3;https://dx.doi.org/10.1016/s0960-894x(02)01028-4
CHEMBL165897;57507;None;0;Human;Binding;Ki;=;19,00;7,72;-21;3;Binding affinity towards DA D2 receptor using [3H]N-methyl-spiperone as radioligand.;ChEMBL;407,2;5;1;4;4,38;Nc1cc(F)ccc1C(=O)CCCN1CC[C@@H]2[C@H](C1)c1cccc3c1N2CCCC3;https://dx.doi.org/10.1016/s0960-894x(02)01028-4
CHEMBL166151;57534;None;0;Human;Binding;Ki;=;4800,00;5,32;-6;3;Binding affinity determined by measuring its ability to displace [3H]N-0437 radioligand in CHO-K1 cells on Cloned Human Dopamine receptor D2;ChEMBL;366,3;6;1;6;3,06;c1cnc(N[C@H]2CC[C@H](CCN3CCN(c4ccncc4)CC3)CC2)nc1;https://dx.doi.org/10.1021/jm9707378
CHEMBL166252;57549;None;0;Human;Binding;Ki;=;46,00;7,34;-4;2;Binding affinity determined by measuring its ability to displace [3H]N-0437 radioligand in CHO-K1 cells on Cloned Human Dopamine receptor D2;ChEMBL;372,2;6;1;7;3,12;c1cnc(N[C@H]2CC[C@H](CCN3CCN(c4nccs4)CC3)CC2)nc1;https://dx.doi.org/10.1021/jm9707378
CHEMBL166269;57552;None;0;Human;Binding;Ki;=;1140,00;5,94;-331;2;In vitro binding affinity against human D2 dopamine receptor in CHO cells by [3H]spiperone displacement.;ChEMBL;324,2;4;0;5;2,46;c1ccc(OC[C@@H]2CC[C@H]3CN(c4ncccn4)CCN3C2)cc1;https://dx.doi.org/10.1016/s0960-894x(98)00108-5
CHEMBL166310;57554;None;0;Human;Binding;Ki;=;4,10;8,39;-6;3;Binding affinity towards DA D2 receptor using [3H]N-methyl-spiperone as radioligand.;ChEMBL;425,2;5;1;5;4,54;Nc1cc(F)ccc1C(=O)CCCN1CC[C@H]2[C@@H](C1)c1cccc3c1N2CCCS3;https://dx.doi.org/10.1016/s0960-894x(02)01028-4
CHEMBL166310;57554;None;0;Human;Binding;Ki;=;2,70;8,57;-6;3;Binding affinity towards DA D2 receptor using [3H]N-methyl-spiperone as radioligand.;ChEMBL;425,2;5;1;5;4,54;Nc1cc(F)ccc1C(=O)CCCN1CC[C@H]2[C@@H](C1)c1cccc3c1N2CCCS3;https://dx.doi.org/10.1016/s0960-894x(02)01028-4
CHEMBL166321;57555;None;0;Human;Binding;Ki;=;206,00;6,69;-38;2;In vitro binding affinity against human D2 dopamine receptor in CHO cells by [3H]spiperone displacement.;ChEMBL;358,2;4;0;3;3,94;Fc1ccc(OC[C@@H]2CC[C@H]3CN(c4ccc(F)cc4)CCN3C2)cc1;https://dx.doi.org/10.1016/s0960-894x(98)00108-5
CHEMBL166325;57556;None;0;Human;Binding;Ki;=;15000,00;4,82;-4;3;Binding Affinity was tested on High Affinity Site of Dopamine receptor D2L;ChEMBL;281,2;5;0;1;4,64;CCCN(CCC)C1CC=C(C#Cc2ccccc2)CC1;https://dx.doi.org/10.1021/jm991098z
CHEMBL166325;57556;None;0;Human;Binding;Ki;=;15000,00;4,82;-4;3;Binding Affinity was tested on High Affinity Site of Dopamine receptor D2S;ChEMBL;281,2;5;0;1;4,64;CCCN(CCC)C1CC=C(C#Cc2ccccc2)CC1;https://dx.doi.org/10.1021/jm991098z
CHEMBL166366;57562;None;0;Human;Binding;Ki;=;60,00;7,22;-5;3;Binding affinity towards DA D2 receptor using [3H]N-methyl-spiperone as radioligand.;ChEMBL;377,2;5;1;5;3,30;Nc1ccccc1C(=O)CCCN1CC[C@@H]2[C@H](C1)c1cccc3c1N2CCO3;https://dx.doi.org/10.1016/s0960-894x(02)01028-4
CHEMBL166587;57586;None;0;Human;Binding;Ki;=;110,00;6,96;-4;4;Binding affinity towards human Dopamine receptor D2 (long) by [3H]-spiperone displacement.;ChEMBL;387,2;7;2;4;3,64;CNc1cc(OC)c(C(=O)NC[C@H]2CCN(Cc3ccccc3)C2)cc1Cl;https://dx.doi.org/10.1016/s0960-894x(99)00086-4
CHEMBL166587;57586;None;0;Human;Binding;Ki;=;86,00;7,07;-4;4;Binding affinity towards human Dopamine receptor D2 (short) by [3H]-spiperone displacement.;ChEMBL;387,2;7;2;4;3,64;CNc1cc(OC)c(C(=O)NC[C@H]2CCN(Cc3ccccc3)C2)cc1Cl;https://dx.doi.org/10.1016/s0960-894x(99)00086-4
CHEMBL167032;57848;None;0;Human;Binding;Ki;=;25000,00;4,60;-77;4;Binding affinity towards human Dopamine receptor D2 (short) by [3H]-spiperone displacement.;ChEMBL;415,2;7;2;4;3,56;COc1cc(NC(C)=O)c(Cl)cc1C(=O)NC[C@H]1CCN(Cc2ccccc2)C1;https://dx.doi.org/10.1016/s0960-894x(99)00086-4
CHEMBL167032;57848;None;0;Human;Binding;Ki;=;27000,00;4,57;-77;4;Binding affinity towards human Dopamine receptor D2 (long) by [3H]-spiperone displacement.;ChEMBL;415,2;7;2;4;3,56;COc1cc(NC(C)=O)c(Cl)cc1C(=O)NC[C@H]1CCN(Cc2ccccc2)C1;https://dx.doi.org/10.1016/s0960-894x(99)00086-4
CHEMBL167414;58110;None;0;Human;Binding;Ki;=;640,00;6,19;-5;4;Binding affinity towards human Dopamine receptor D2 (short) by [3H]-spiperone displacement.;ChEMBL;373,2;6;2;4;3,18;COc1cc(N)c(Cl)cc1C(=O)NC[C@@H]1CCN(Cc2ccccc2)C1;https://dx.doi.org/10.1016/s0960-894x(99)00086-4
CHEMBL167414;58110;None;0;Human;Binding;Ki;=;1400,00;5,85;-5;4;Binding affinity towards human Dopamine receptor D2 (long) by [3H]-spiperone displacement.;ChEMBL;373,2;6;2;4;3,18;COc1cc(N)c(Cl)cc1C(=O)NC[C@@H]1CCN(Cc2ccccc2)C1;https://dx.doi.org/10.1016/s0960-894x(99)00086-4
CHEMBL168051;58175;None;0;Human;Binding;Ki;=;31,00;7,51;1;3;Binding affinity towards DA D2 receptor using [3H]N-methyl-spiperone as radioligand.;ChEMBL;421,2;6;1;5;4,87;CNc1ccccc1C(=O)CCCN1CC[C@H]2[C@@H](C1)c1cccc3c1N2CCCS3;https://dx.doi.org/10.1016/s0960-894x(02)01028-4
CHEMBL168274;58346;None;0;Human;Binding;Ki;=;540,00;6,27;-2;4;Binding affinity towards human Dopamine receptor D2 (short) by [3H]-spiperone displacement.;ChEMBL;429,2;9;2;4;4,67;CCC[C@H]1CN(Cc2ccccc2)C[C@@H]1CNC(=O)c1cc(Cl)c(NC)cc1OC;https://dx.doi.org/10.1016/s0960-894x(99)00086-4
CHEMBL168274;58346;None;0;Human;Binding;Ki;=;980,00;6,01;-2;4;Binding affinity towards human Dopamine receptor D2 (long) by [3H]-spiperone displacement.;ChEMBL;429,2;9;2;4;4,67;CCC[C@H]1CN(Cc2ccccc2)C[C@@H]1CNC(=O)c1cc(Cl)c(NC)cc1OC;https://dx.doi.org/10.1016/s0960-894x(99)00086-4
CHEMBL168372;58524;None;0;Human;Binding;Ki;=;19000,00;4,72;-5;4;Binding affinity towards human Dopamine receptor D2 (short) by [3H]-spiperone displacement.;ChEMBL;429,2;7;1;4;3,58;COc1cc(N(C)C(C)=O)c(Cl)cc1C(=O)NC[C@@H]1CCN(Cc2ccccc2)C1;https://dx.doi.org/10.1016/s0960-894x(99)00086-4
CHEMBL168372;58524;None;0;Human;Binding;Ki;=;30000,00;4,52;-5;4;Binding affinity towards human Dopamine receptor D2 (long) by [3H]-spiperone displacement.;ChEMBL;429,2;7;1;4;3,58;COc1cc(N(C)C(C)=O)c(Cl)cc1C(=O)NC[C@@H]1CCN(Cc2ccccc2)C1;https://dx.doi.org/10.1016/s0960-894x(99)00086-4
CHEMBL1684022;58565;UNDEFINED;0;Human;Binding;pKi;=;10000,00;5,00;-181;4;-;PDSP KiDatabase;317,2;4;0;2;4,23;C#CCOc1cccc2c1-c1cccc3c1C(C2)N(CCC)CC3;-
CHEMBL1684023;58566;None;0;Human;Binding;Ki;=;1203,00;5,92;-57;2;Displacement of [3H]spiperone from dopamine D2 receptor expressed in human HEK293 cells by liquid scintillation counter;ChEMBL;592,4;11;0;8;5,61;CCCN1CCc2cccc3c2C1Cc1cccc(OCc2cn(CCCN4CCN(c5ccccc5OC)CC4)nn2)c1-3;https://dx.doi.org/10.1016/j.bmc.2011.01.053
CHEMBL1684028;58571;None;0;Human;Binding;Ki;=;661,00;6,18;-245;5;Displacement of [3H]spiperone from dopamine D2 receptor expressed in human HEK293 cells by liquid scintillation counter;ChEMBL;606,4;12;0;8;6,00;CCCN1CCc2cccc3c2C1Cc1cccc(OCc2cn(CCCCN4CCN(c5ccccc5OC)CC4)nn2)c1-3;https://dx.doi.org/10.1016/j.bmc.2011.01.053
CHEMBL1684029;58572;None;0;Human;Binding;Ki;=;206,00;6,69;-25;3;Displacement of [3H]spiperone from dopamine D2 receptor expressed in human HEK293 cells by liquid scintillation counter;ChEMBL;634,4;14;0;8;6,43;CCCN1CCc2cccc3c2C1Cc1cccc(OCCCn2cc(CCCCN4CCN(c5ccccc5OC)CC4)nn2)c1-3;https://dx.doi.org/10.1016/j.bmc.2011.01.053
CHEMBL1684125;58608;None;0;Human;Binding;Ki;=;7384,00;5,13;-6456;4;Displacement of [3H]spiperone from dopamine D2 receptor expressed in human HEK293 cells by liquid scintillation counter;ChEMBL;606,4;12;0;8;5,65;CCCN1CCc2cccc3c2C1Cc1cccc(OCCCn2cc(CCN4CCN(c5ccccc5OC)CC4)nn2)c1-3;https://dx.doi.org/10.1016/j.bmc.2011.01.053
CHEMBL1684128;58611;None;0;Human;Binding;Ki;=;88,00;7,06;-4;5;Displacement of [3H]spiperone from dopamine D2 receptor expressed in human HEK293 cells by liquid scintillation counter;ChEMBL;525,3;10;0;5;6,21;CCCN1CCc2cccc3c2C1Cc1cccc(OCCCCN2CCN(c4ccccc4OC)CC2)c1-3;https://dx.doi.org/10.1016/j.bmc.2011.01.053
CHEMBL1684129;58612;None;0;Human;Binding;Ki;=;399,00;6,40;-3;3;Displacement of [3H]spiperone from dopamine D2 receptor expressed in human HEK293 cells by liquid scintillation counter;ChEMBL;646,4;14;0;7;5,47;CCCN1CCc2cccc3c2C1Cc1cccc(OCCCN(CCCN2CCN(c4ccccc4OC)CC2)S(C)(=O)=O)c1-3;https://dx.doi.org/10.1016/j.bmc.2011.01.053
CHEMBL1684130;58614;None;0;Human;Binding;Ki;=;293,00;6,53;-37;2;Displacement of [3H]spiperone from dopamine D2 receptor expressed in human HEK293 cells by liquid scintillation counter;ChEMBL;606,4;12;0;8;6,00;CCCN1CCc2cccc3c2[C@@H]1Cc1cccc(OCc2cn(CCCCN4CCN(c5ccccc5OC)CC4)nn2)c1-3;https://dx.doi.org/10.1016/j.bmc.2011.01.053
