SMILES,Standardized_SMILES,LogS
CCCCN(CCO)CCCC,CCCCN(CCO)CCCC,-1.6367385713999998
[Na+].CN(C)C(=S)SCCC[S]([O-])(=O)=O,CN(C)C(=S)SCCCS(=O)(=O)[O-].[Na+],0.1779035996
[Na+].[Na+].[Na+].[Na+].COc1ccc(cc1N\N=C/2C(=O)c3c(N)c(N=Nc4ccc(cc4)[S](=O)(=O)CCO[S]([O-])(=O)=O)c(cc3C=C2[S]([O-])(=O)=O)[S]([O-])(=O)=O)[S](=O)(=O)CCO[S]([O-])(=O)=O,COc1ccc(S(=O)(=O)CCOS(=O)(=O)[O-])cc1N/N=C1/C(=O)c2c(cc(S(=O)(=O)[O-])c(N=Nc3ccc(S(=O)(=O)CCOS(=O)(=O)[O-])cc3)c2N)C=C1S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+],-0.4161044822999999
Cc1ccc(cc1N)C(N)=O,Cc1ccc(C(N)=O)cc1N,-0.5767319197
OCc1scnc1,OCc1cncs1,0.5257355357
CC(=O)N1C[C@@H](O)C[C@H]1C([O-])=O,CC(=O)N1C[C@@H](O)C[C@H]1C(=O)[O-],0.3449927217
[Na+].[Na+].[Na+].[Na+].[O-][S](=O)(=O)OCC[S](=O)(=O)c1ccc2c(ccc(N\N=C/3C(=O)c4c(NC(=O)c5ccccc5)cc(cc4C=C3[S]([O-])(=O)=O)[S]([O-])(=O)=O)c2[S]([O-])(=O)=O)c1,O=C(Nc1cc(S(=O)(=O)[O-])cc2c1C(=O)/C(=N/Nc1ccc3cc(S(=O)(=O)CCOS(=O)(=O)[O-])ccc3c1S(=O)(=O)[O-])C(S(=O)(=O)[O-])=C2)c1ccccc1.[Na+].[Na+].[Na+].[Na+],-0.3893149412
[Na].[Na].[Na].[Na].CNc1ccc(/C=C/c2ccc(Nc3nc(Nc4ccc(cc4)[S]([O-])(=O)=O)nc(n3)N5CCOCC5)cc2[S]([O-])(=O)=O)c(c1)[S]([O-])(=O)=O.Cc6nc(Nc7ccc(cc7)[S]([O-])(=O)=O)nc(n6)N8CCOCC8,CNc1ccc(/C=C/c2ccc(Nc3nc(Nc4ccc(S(=O)(=O)[O-])cc4)nc(N4CCOCC4)n3)cc2S(=O)(=O)[O-])c(S(=O)(=O)[O-])c1.Cc1nc(Nc2ccc(S(=O)(=O)[O-])cc2)nc(N2CCOCC2)n1.[Na+].[Na+].[Na+].[Na+],-0.4843358104999999
[I-].C[S+](C)(C)=O,C[S+](C)(C)=O.[I-],-0.7568844320999999
Cc1ccc(N)cc1N,Cc1ccc(N)cc1N,-0.5071845321
Cc1cc(N)ccc1N,Cc1cc(N)ccc1N,-0.5071845321
O.O.O.O.O.O.O.[Co++].[O-][S]([O-])(=O)=O,O.O.O.O.O.O.O.O=S(=O)([O-])[O-].[Co+2],0.1271332296
[Na+].CN(C)C([S-])=S,CN(C)C(=S)[S-].[Na+],0.4168921924
CCN(CC)c1ccc(cc1)[C+](c2ccc(cc2)N(CC)CC)c3ccc(cc3)N(CC)CC.CC([O-])=O,CC(=O)[O-].CCN(CC)c1ccc([C+](c2ccc(N(CC)CC)cc2)c2ccc(N(CC)CC)cc2)cc1,-0.1395608978999999
[NH4+].[Cl-],[Cl-].[NH4+],0.8422541039
[Cl-].Nc1cn(n[o+]1)N2CCOCC2,Nc1cn(N2CCOCC2)n[o+]1.[Cl-],0.1471983169
CCCCOC(=O)\C=C/C(O)=O,CCCCOC(=O)/C=C\C(=O)O,-0.6677809794
Cc1ccc(NCCO)cc1O,Cc1ccc(NCCO)cc1O,-0.6550553282
[Na+].[Na+].COc1cc(c(C)cc1N=NC2C(=NN(C2=O)c3ccc(cc3)[S]([O-])(=O)=O)C)[S](=O)(=O)CCO[S]([O-])(=O)=O,COc1cc(S(=O)(=O)CCOS(=O)(=O)[O-])c(C)cc1N=NC1C(=O)N(c2ccc(S(=O)(=O)[O-])cc2)N=C1C.[Na+].[Na+],-0.2390039262
OC1CNC(C1)C(O)=O,O=C(O)C1CC(O)CN1,0.4399221153
[Na+].Cc1ccc(cc1N)C(=O)Nc2ccc(cc2)[S]([O-])(=O)=O,Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)[O-])cc2)cc1N.[Na+],-0.9492775868
CCOC(=O)C(C)C=C,C=CC(C)C(=O)OCC,-1.5763108556999998
CNC(=S)NN,CNC(=S)NN,-0.465572855
[Cl-].[K+],[Cl-].[K+],0.6777748798000001
O[S](=O)(=O)c1ccc2ccccc2c1,O=S(=O)(O)c1ccc2ccccc2c1,0.230443278
COC(=O)CC(=C)C(=O)OC,C=C(CC(=O)OC)C(=O)OC,-0.653770318
OCCOCCOc1ccccc1,OCCOCCOc1ccccc1,-0.7165256146
CC(CCCC(C)(C)O)CC=O,CC(CC=O)CCCC(C)(C)O,-0.6921365673000001
CCCNCCC,CCCNCCC,-0.461082427
Nc1ccccc1,Nc1ccccc1,-0.4250168953
[Na+].OC(=O)c1cc(cc(c1)[S]([O-])(=O)=O)C(O)=O,O=C(O)c1cc(C(=O)O)cc(S(=O)(=O)[O-])c1.[Na+],0.1093959475
[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[O-][S](=O)(=O)c1cc(Nc2nc(Cl)nc(Nc3ccc(Nc4nc(Cl)nc(Nc5cc(cc6C=C(/C(=N/Nc7ccccc7[S]([O-])(=O)=O)C(=O)c56)[S]([O-])(=O)=O)[S]([O-])(=O)=O)n4)cc3)n2)c8C(=O)C(=N/Nc9ccccc9[S]([O-])(=O)=O)\C(=Cc8c1)[S]([O-])(=O)=O,O=C1/C(=N\Nc2ccccc2S(=O)(=O)[O-])C(S(=O)(=O)[O-])=Cc2cc(S(=O)(=O)[O-])cc(Nc3nc(Cl)nc(Nc4ccc(Nc5nc(Cl)nc(Nc6cc(S(=O)(=O)[O-])cc7c6C(=O)/C(=N\Nc6ccccc6S(=O)(=O)[O-])C(S(=O)(=O)[O-])=C7)n5)cc4)n3)c21.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],-0.6303809029
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],-0.0189230333
[Cl-].C[n+]1ccccc1,C[n+]1ccccc1.[Cl-],0.4201828890999999
[Na+].[Na+].[Na+].NC(=O)Nc1cc(Nc2nc(F)nc(NCCOCC[S](=O)(=O)C=C)n2)ccc1N=Nc3cc4c(cc(cc4[S]([O-])(=O)=O)[S]([O-])(=O)=O)cc3[S]([O-])(=O)=O,C=CS(=O)(=O)CCOCCNc1nc(F)nc(Nc2ccc(N=Nc3cc4c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])cc4cc3S(=O)(=O)[O-])c(NC(N)=O)c2)n1.[Na+].[Na+].[Na+],-0.4145597239
CCc1nccnc1C,CCc1nccnc1C,0.4445107882999999
[H+].[Cl-].NO,NO.[Cl-].[H+],0.6895503556999999
C=CC(=O)NCNC(=O)C=C,C=CC(=O)NCNC(=O)C=C,-0.6552426764
OC[C@H](O)[C@@H](O)[C@H](O)C(=O)C(O)=O,O=C(O)C(=O)[C@@H](O)[C@H](O)[C@@H](O)CO,0.2373207652
C[N+]1([O-])CCOCC1,C[N+]1([O-])CCOCC1,0.4563099285
[NH3+]CCO.[NH3+]CCO.[NH3+]CCO.OC(CC([O-])=O)(CC([O-])=O)C([O-])=O,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[NH3+]CCO.[NH3+]CCO.[NH3+]CCO,-0.0501601163999999
[Na+].NCCNCC[S]([O-])(=O)=O,NCCNCCS(=O)(=O)[O-].[Na+],0.2445359542
[Na+].[Na+].[Na+].Cc1cc(N=Nc2cc(ccc2[S]([O-])(=O)=O)[S]([O-])(=O)=O)c(C)cc1N=Nc3ccc(Nc4nc(N)nc(Cl)n4)c5c3cccc5[S]([O-])(=O)=O,Cc1cc(N=Nc2ccc(Nc3nc(N)nc(Cl)n3)c3c(S(=O)(=O)[O-])cccc23)c(C)cc1N=Nc1cc(S(=O)(=O)[O-])ccc1S(=O)(=O)[O-].[Na+].[Na+].[Na+],-0.3869456913
[K+].[O-][S](=O)(=O)CCCOC(=O)C=C,C=CC(=O)OCCCS(=O)(=O)[O-].[K+],1.1562683245
[Na+].[Na+].[Na+].Cc1c(Nc2nc(Cl)nc(Nc3cccc(c3)[S]([O-])(=O)=O)n2)c(C)c(c(C)c1Nc4cc(c(N)c5C(=O)c6ccccc6C(=O)c45)[S]([O-])(=O)=O)[S]([O-])(=O)=O,Cc1c(Nc2nc(Cl)nc(Nc3cccc(S(=O)(=O)[O-])c3)n2)c(C)c(S(=O)(=O)[O-])c(C)c1Nc1cc(S(=O)(=O)[O-])c(N)c2c1C(=O)c1ccccc1C2=O.[Na+].[Na+].[Na+],-0.4244279852
[Na+].[Na+].[Na+].Cc1c(Nc2nc(Cl)nc(Nc3ccccc3[S]([O-])(=O)=O)n2)c(C)c(c(C)c1Nc4cc(c(N)c5C(=O)c6ccccc6C(=O)c45)[S]([O-])(=O)=O)[S]([O-])(=O)=O,Cc1c(Nc2nc(Cl)nc(Nc3ccccc3S(=O)(=O)[O-])n2)c(C)c(S(=O)(=O)[O-])c(C)c1Nc1cc(S(=O)(=O)[O-])c(N)c2c1C(=O)c1ccccc1C2=O.[Na+].[Na+].[Na+],-0.4244279852
Nc1ccc(F)cc1,Nc1ccc(F)cc1,-0.5272743845000001
C1N(CCOC1)C2=NC(=NC(=N2)NC3=C4C(=O)/C(=N/NC5=CC=CC=C5)/C(=CC4=CC(=C3)S(=O)(=O)[O-])S(=O)(=O)[O-])NC6=CC(=C(C=C6)/C=C/C7=C(C=C(C=C7)NC8=NC(=NC(=N8)N9CCOCC9)NC1=C2C(=O)/C(=N/NC3=CC=CC=C3)/C(=CC2=CC(=C1)S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],O=C1/C(=N/Nc2ccccc2)C(S(=O)(=O)[O-])=Cc2cc(S(=O)(=O)[O-])cc(Nc3nc(Nc4ccc(/C=C/c5ccc(Nc6nc(Nc7cc(S(=O)(=O)[O-])cc8c7C(=O)/C(=N/Nc7ccccc7)C(S(=O)(=O)[O-])=C8)nc(N7CCOCC7)n6)cc5S(=O)(=O)[O-])c(S(=O)(=O)[O-])c4)nc(N4CCOCC4)n3)c21.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],-1.144796153
CC(=O)C1CCOC1=O,CC(=O)C1CCOC1=O,0.3975093207
[Na+].COC(=O)c1cc(cc(c1)[S]([O-])(=O)=O)C(=O)OC,COC(=O)c1cc(C(=O)OC)cc(S(=O)(=O)[O-])c1.[Na+],-0.9664819924
[Na+].[Cl-],[Cl-].[Na+],0.7343267611
[Li+].[Li+].[O-]C(=O)CCCC([O-])=O,O=C([O-])CCCC(=O)[O-].[Li+].[Li+],0.3427540765999999
CC1OC(=C(O)C1=O)C,CC1=C(O)C(=O)C(C)O1,0.3906698962
[Na+].COc1cc(O)c(cc1[S]([O-])(=O)=O)C(=O)c2ccccc2,COc1cc(O)c(C(=O)c2ccccc2)cc1S(=O)(=O)[O-].[Na+],-0.022384851
CC(C)C(O)C(C)(C)CO,CC(C)C(O)C(C)(C)CO,-0.6667259261999999
CCCCC(CC)COC(=O)[C@H](C)O,CCCCC(CC)COC(=O)[C@H](C)O,-2.6735257097
O=C1CCCC1,O=C1CCCC1,0.5536775573
[H+].[Cl-].CNC,CNC.[Cl-].[H+],1.5657185919
S.[Mn],S.[Mn],-4.1599117564
COC=O,COC=O,0.6985937788
[Na+].[Na+].[Na+].Oc1cc(c2ccc3c4c(ccc1c24)c(cc3[S]([O-])(=O)=O)[S]([O-])(=O)=O)[S]([O-])(=O)=O,O=S(=O)([O-])c1cc(O)c2ccc3c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c4ccc1c2c34.[Na+].[Na+].[Na+],-0.242535631
CC1C=CCC2C1C(=O)OC2=O,CC1C=CCC2C(=O)OC(=O)C12,-0.7362684615999999
CC(C)NC(=O)C(C)=C,C=C(C)C(=O)NC(C)C,-0.6201428843
[Na+].[Na+].OCCNc1nc(Nc2ccccc2)nc(Nc3ccc(\C=C\c4ccc(Nc5nc(NCCO)nc(Nc6ccccc6)n5)cc4[S]([O-])(=O)=O)c(c3)[S]([O-])(=O)=O)n1,O=S(=O)([O-])c1cc(Nc2nc(NCCO)nc(Nc3ccccc3)n2)ccc1/C=C/c1ccc(Nc2nc(NCCO)nc(Nc3ccccc3)n2)cc1S(=O)(=O)[O-].[Na+].[Na+],-1.4592143997
CCOCCOC(C)(C)C,CCOCCOC(C)(C)C,-0.6879152253
COC(C)CCOC(C)=O,COC(C)CCOC(C)=O,-0.6877845281999999
[Na+].CCCCCCCCCCCCCCCO[S]([O-])(=O)=O,CCCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],-1.042005529
NC(=N)[S](O)=O,N=C(N)S(=O)O,-0.5567928158
CC(C)C(=O)OOC(C)(C)C,CC(C)C(=O)OOC(C)(C)C,-1.6070025668
COC(Cc1ccccc1)OC,COC(Cc1ccccc1)OC,-1.6296186709
Nc1nc(N)nc(N)n1.O[P](O)(O)=O,Nc1nc(N)nc(N)n1.O=P(O)(O)O,-1.7594101934
C1OCC2Cc3ccccc3C2O1,c1ccc2c(c1)CC1COCOC21,-1.6560932729
COc1cc(CC(C(C)=O)C(C)=O)ccc1O,COc1cc(CC(C(C)=O)C(C)=O)ccc1O,-1.7863659491
OC[C@H]1NC[C@H](O)[C@@H](O)[C@@H]1O,OC[C@H]1NC[C@H](O)[C@@H](O)[C@@H]1O,0.4043520428
CCOC(=O)C(Cl)C(=O)OCC,CCOC(=O)C(Cl)C(=O)OCC,-1.7209723549
[Na+].[O-][S](=O)(=O)C1=CC(=O)C2=C(NNc3ccccc3C(F)(F)F)C(=N)C=CC2=C1,N=C1C=CC2=CC(S(=O)(=O)[O-])=CC(=O)C2=C1NNc1ccccc1C(F)(F)F.[Na+],-2.0686300615
CC(=C)C(=O)OCCOCCOCCOC(=O)C(C)=C,C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C,-1.9005552518
CC1CC(CCC1N)CC2CCC(N)C(C)C2,CC1CC(CC2CCC(N)C(C)C2)CCC1N,-1.8210383613
Cc1ccc(C)c(O)c1,Cc1ccc(C)c(O)c1,-1.5375827569
Nc1ncnc2n(cnc12)C3OC(CO[P](O)(O)=O)C(O)C3O,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O,-1.9953026194
ClCC(Cl)Cl,ClCC(Cl)Cl,-1.5811040628
Cc1cc(O)c(C)c(C)c1O,Cc1cc(O)c(C)c(C)c1O,-1.6383266335
Nc1ccc(cc1)[S](=O)(=O)CCO[S](O)(=O)=O,Nc1ccc(S(=O)(=O)CCOS(=O)(=O)O)cc1,-1.9051186702
C=CCN1C(=O)N(CC=C)C(=O)N(CC=C)C1=O,C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O,-1.8526019693
COC(=O)c1nccnc1N,COC(=O)c1nccnc1N,-1.6422660516999998
Nc1nc(N)nc(N)n1,Nc1nc(N)nc(N)n1,-1.5592150485
NC(N)=N[N+]([O-])=O,NC(N)=N[N+](=O)[O-],-1.4858424644
Nc1ccccc1C(F)(F)F,Nc1ccccc1C(F)(F)F,-1.6756867087
CC(=O)N1CCN(CC1)c2ccc(O)cc2,CC(=O)N1CCN(c2ccc(O)cc2)CC1,-1.817914488
C1OC1COc2ccc(cc2)N(CC3CO3)CC4CO4,c1cc(N(CC2CO2)CC2CO2)ccc1OCC1CO1,-1.9192347247
NN=C(N)N.OC(O)=O,NN=C(N)N.O=C(O)O,-1.6153792849000002
CNCc1cccc2ccccc12,CNCc1cccc2ccccc12,-1.7150988877000002
COc1ccccc1NC(=O)CC(C)=O,COc1ccccc1NC(=O)CC(C)=O,-1.8059055211
CC(C)OC(C)C,CC(C)OC(C)C,-1.5165927583
CC(C)Br,CC(C)Br,-1.598518701
Cc1ccc(cc1)[S](N)(=O)=O,Cc1ccc(S(N)(=O)=O)cc1,-1.7421953353
CCSCC,CCSCC,-1.4680248268
CC(C)=CCCC(C)=O,CC(=O)CCC=C(C)C,-1.6210489706
CCCCOCCOCCOCCCC,CCCCOCCOCCOCCCC,-1.862006084
CC1CCC(C(O)C1)C(C)=C,C=C(C)C1CCC(C)CC1O,-1.7111123645
COc1ccc(C)cc1N,COc1ccc(C)cc1N,-1.6601758755
OC(=O)c1cc(C(O)=O)c(cc1C(O)=O)C(O)=O.C2CN=C(N2)c3ccccc3,O=C(O)c1cc(C(=O)O)c(C(=O)O)cc1C(=O)O.c1ccc(C2=NCCN2)cc1,-2.1253109845
Nc1ccc(Cl)cc1,Nc1ccc(Cl)cc1,-1.628640918
CCC(C)CC(=O)CC,CCC(=O)CC(C)CC,-1.630817582
[Al+3].CC([O-])=CC(C)=O.CC([O-])=CC(C)=O.CC([O-])=CC(C)=O,CC(=O)C=C(C)[O-].CC(=O)C=C(C)[O-].CC(=O)C=C(C)[O-].[Al+3],-2.0338377464
FC(F)Cl,FC(F)Cl,-1.4597341592
[Na+].[K+].CC1=NN(C(O)C1N=Nc2ccc3c(cccc3[S]([O-])(=O)=O)c2[S](O)(=O)=O)c4ccc(cc4)[S](=O)(=O)CCO[S]([O-])(=O)=O,CC1=NN(c2ccc(S(=O)(=O)CCOS(=O)(=O)[O-])cc2)C(O)C1N=Nc1ccc2c(S(=O)(=O)[O-])cccc2c1S(=O)(=O)O.[K+].[Na+],-0.3928398265
OCC#CCO,OCC#CCO,1.5363390032
[Na+].[Na+].[Na+].CCN(c1ccccc1)c2nc(Cl)nc(Nc3cc(cc4C=C(\C(=N/Nc5ccc6ccccc6c5[S]([O-])(=O)=O)C(=O)c34)[S]([O-])(=O)=O)[S]([O-])(=O)=O)n2,CCN(c1ccccc1)c1nc(Cl)nc(Nc2cc(S(=O)(=O)[O-])cc3c2C(=O)/C(=N/Nc2ccc4ccccc4c2S(=O)(=O)[O-])C(S(=O)(=O)[O-])=C3)n1.[Na+].[Na+].[Na+],-0.4592355493
[Na+].Oc1ccc(cc1NNC2=CC=C3C(=O)C=CC=C3C2=O)[S]([O-])(=O)=O,O=C1C=CC=C2C(=O)C(NNc3cc(S(=O)(=O)[O-])ccc3O)=CC=C12.[Na+],-0.9011960035
OC(=O)CCC(N(CC(O)=O)CC(O)=O)C(O)=O,O=C(O)CCC(C(=O)O)N(CC(=O)O)CC(=O)O,0.0436038038999999
CC(=C)OC(C)=O,C=C(C)OC(C)=O,-0.5277513782
O=C1OC(=O)C2CC=CCC12,O=C1OC(=O)C2CC=CCC12,-0.7139217719
Cc1[nH]nc(C)c1,Cc1cc(C)[nH]n1,-0.5204744976
[K+].[K+].CCCCCCCCCCCCCC(=O)NCC([O-])=O.CCCCCCCCCCCC(=O)NCC([O-])=O,CCCCCCCCCCCC(=O)NCC(=O)[O-].CCCCCCCCCCCCCC(=O)NCC(=O)[O-].[K+].[K+],-0.3429717
CCC12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CCC2=O,CCC12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@H]43)[C@@H]1CCC2=O,-3.7327198893
N[C@@H](CO[P](O)(O)=O)C(O)=O,N[C@@H](COP(=O)(O)O)C(=O)O,-0.8149408723
[Na+].CCCCC(CC)CCCCCc1ccc(cc1)[S]([O-])(=O)=O,CCCCC(CC)CCCCCc1ccc(S(=O)(=O)[O-])cc1.[Na+],-0.0969056512
[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].OCCN(CCO)c1nc(Nc2ccc(\C=C\c3ccc(Nc4nc(Nc5cc(ccc5[S]([O-])(=O)=O)[S]([O-])(=O)=O)nc(n4)N(CCO)CCO)cc3[S]([O-])(=O)=O)c(c2)[S]([O-])(=O)=O)nc(Nc6cc(ccc6[S]([O-])(=O)=O)[S]([O-])(=O)=O)n1,O=S(=O)([O-])c1ccc(S(=O)(=O)[O-])c(Nc2nc(Nc3ccc(/C=C/c4ccc(Nc5nc(Nc6cc(S(=O)(=O)[O-])ccc6S(=O)(=O)[O-])nc(N(CCO)CCO)n5)cc4S(=O)(=O)[O-])c(S(=O)(=O)[O-])c3)nc(N(CCO)CCO)n2)c1.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],-0.6924056004000001
[Cs+].[Cs+].[O-]C([O-])=O,O=C([O-])[O-].[Cs+].[Cs+],0.9300687552
CC(C)(C)C(O)=O,CC(C)(C)C(=O)O,-0.5635618856
CC1(C)CC(O)CC(C)(C)N1CCO,CC1(C)CC(O)CC(C)(C)N1CCO,-0.8598205529
CCN(CC)CC#C,C#CCN(CC)CC,-0.6020131225
[Co++].OC(=O)CC(O)(CC([O-])=O)C([O-])=O,O=C([O-])CC(O)(CC(=O)O)C(=O)[O-].[Co+2],-0.954573972
[Co++].[Co++].[Co++].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O.OC(CC([O-])=O)(CC([O-])=O)C([O-])=O,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Co+2].[Co+2].[Co+2],-1.3025954999
O.O.[Cl-].[Cl-].[Ba++],O.O.[Ba+2].[Cl-].[Cl-],0.0418928153
OCC(Br)(CO)[N+]([O-])=O,O=[N+]([O-])C(Br)(CO)CO,0.1271308568
[SH--].[Cu+].[Cu+],[Cu+].[Cu+].[SH-2],-4.2045730411
Cc1[nH]ccn1,Cc1ncc[nH]1,0.5121363664999999
[Na+].[Na+].[Na+].[O-][P]1(=O)O[P]([O-])(=O)O[P]([O-])(=O)O1,O=P1([O-])OP(=O)([O-])OP(=O)([O-])O1.[Na+].[Na+].[Na+],-0.062309467
O=[Se]=O,O=[Se]=O,1.3647745033
C1CCOCOC1,C1CCOCOC1,0.4107896597
[Na+].[Na+].[Na+].[Na+].[Na+].Nc1nc(Cl)nc(Nc2ccc(c(N\N=C/3C(=O)c4c(N)c(N=Nc5cc(ccc5[S]([O-])(=O)=O)[S]([O-])(=O)=O)c(cc4C=C3[S]([O-])(=O)=O)[S]([O-])(=O)=O)c2)[S]([O-])(=O)=O)n1,Nc1nc(Cl)nc(Nc2ccc(S(=O)(=O)[O-])c(N/N=C3/C(=O)c4c(cc(S(=O)(=O)[O-])c(N=Nc5cc(S(=O)(=O)[O-])ccc5S(=O)(=O)[O-])c4N)C=C3S(=O)(=O)[O-])c2)n1.[Na+].[Na+].[Na+].[Na+].[Na+],-0.5908005839
CC(C)=CC(C)=O,CC(=O)C=C(C)C,-0.560826234
[Na+].[Na+].Oc1ccc(Cl)cc1N\N=C/2C(=O)c3c(O)cc(cc3C=C2[S]([O-])(=O)=O)[S]([O-])(=O)=O,O=C1/C(=N/Nc2cc(Cl)ccc2O)C(S(=O)(=O)[O-])=Cc2cc(S(=O)(=O)[O-])cc(O)c21.[Na+].[Na+],-1.2898086582
[Cl-].CCOC(=O)c1ccccc1c2c3ccc(cc3[o+]c4cc(ccc24)N(CC)CC)N(CC)CC,CCOC(=O)c1ccccc1-c1c2ccc(N(CC)CC)cc2[o+]c2cc(N(CC)CC)ccc12.[Cl-],-1.2801897062
Oc1ccc(Cl)cc1,Oc1ccc(Cl)cc1,-0.6876597172
CC(=C)C#N,C=C(C)C#N,-0.4067085165999999
Cc1ccccc1O,Cc1ccccc1O,-0.6190130172999999
[Li+].[Li+].[O-][S]([O-])(=O)=O,O=S(=O)([O-])[O-].[Li+].[Li+],0.3921242805
CC(=C)C(=O)OCC[N+](C)(C)CCC[S]([O-])(=O)=O,C=C(C)C(=O)OCC[N+](C)(C)CCCS(=O)(=O)[O-],0.9627399696
[Na+].[Na+].CN(CC[S]([O-])(=O)=O)c1ccc(cc1)/C=C(C#N)/C(=O)Nc2ccc(cc2)c3sc4c(ccc(C)c4[S]([O-])(=O)=O)n3,Cc1ccc2nc(-c3ccc(NC(=O)/C(C#N)=C/c4ccc(N(C)CCS(=O)(=O)[O-])cc4)cc3)sc2c1S(=O)(=O)[O-].[Na+].[Na+],-0.415949942
OCCOc1ccccc1,OCCOc1ccccc1,-0.742461176
[K+].OC(=O)C([O-])=O,O=C([O-])C(=O)O.[K+],-0.7096904801
[Na+].[Na+].CC(=O)Nc1ccc2C(=O)C(=N/Nc3ccc(cc3)[S](=O)(=O)CCO[S]([O-])(=O)=O)\C(=Cc2c1)[S]([O-])(=O)=O,CC(=O)Nc1ccc2c(c1)C=C(S(=O)(=O)[O-])/C(=N/Nc1ccc(S(=O)(=O)CCOS(=O)(=O)[O-])cc1)C2=O.[Na+].[Na+],-0.3963934895
CC(=O)NNC(C)=O,CC(=O)NNC(C)=O,0.3286681761
CCOC(=O)C(C)C1CCCCC1,CCOC(=O)C(C)C1CCCCC1,-3.3274567494
[Ca++].[O-]C(=O)C1CCC(=O)N1,O=C1CCC(C(=O)[O-])N1.[Ca+2],0.1651478476
[Na+].[Na+].Cc1cc(Oc2cc(C)cc(c2)[S]([O-])(=O)=O)cc(c1)[S]([O-])(=O)=O,Cc1cc(Oc2cc(C)cc(S(=O)(=O)[O-])c2)cc(S(=O)(=O)[O-])c1.[Na+].[Na+],-0.2207961953999999
CN(C)CCOC(=O)C=C,C=CC(=O)OCCN(C)C,0.2243106848
CC1COC(=O)O1,CC1COC(=O)O1,0.371232292
COc1ccc(CO)cc1,COc1ccc(CO)cc1,-0.7447271456
Nc1ccccc1.C=O,C=O.Nc1ccccc1,-2.0040922179
OC1(CCCCC1)C#C,C#CC1(O)CCCCC1,-0.7048960629000001
OC(=O)c1ccc2C(=O)OC(=O)c2c1,O=C(O)c1ccc2c(c1)C(=O)OC2=O,-0.8961963145999999
[Cs],[Cs],0.255764198
CC(C)(CO)COC(=O)C(C)(C)CO,CC(C)(CO)COC(=O)C(C)(C)CO,0.0682018165
[Na+].[Na+].[Na+].[Na+].[Cu++].Nc1nc(Cl)nc(Nc2cc(cc3cc(c(N=Nc4cc(c5cccc(c5c4[O-])[S]([O-])(=O)=O)[S]([O-])(=O)=O)c([O-])c23)[S]([O-])(=O)=O)[S]([O-])(=O)=O)n1,Nc1nc(Cl)nc(Nc2cc(S(=O)(=O)[O-])cc3cc(S(=O)(=O)[O-])c(N=Nc4cc(S(=O)(=O)[O-])c5cccc(S(=O)(=O)[O-])c5c4[O-])c([O-])c23)n1.[Cu+2].[Na+].[Na+].[Na+].[Na+],-0.5907814418999999
NNC(=O)NN,NNC(=O)NN,0.4145585536
CCCC(C)O,CCCC(C)O,-0.2541408245
[Na+].CC(=O)[C-]1C(=O)OC(=CC1=O)C,CC(=O)[c-]1c(=O)cc(C)oc1=O.[Na+],0.0845613317
Cc1cccc(O)c1,Cc1cccc(O)c1,-0.662918503
CS,CS,-0.3148794359
CCCC1CO1,CCCC1CO1,-0.57344678
[K+].O[B-](O)(F)F,O[B-](O)(F)F.[K+],-0.724347118
[Na+].CC(=O)Nc1ccc(NNC2=C3C(=O)C=C(C=C3C=CC2=N)[S]([O-])(=O)=O)c(c1)C(F)(F)F,CC(=O)Nc1ccc(NNC2=C3C(=O)C=C(S(=O)(=O)[O-])C=C3C=CC2=N)c(C(F)(F)F)c1.[Na+],-1.3288181975
N[C+](N)N.[O-]C(=O)c1ccccc1,NC(N)=[NH2+].O=C([O-])c1ccccc1,0.0050162556
