Unnamed: 0,SMILES,LogS,Standardized_SMILES
1657,CCCCCCCCCCCCCCCCCC(=O)OC.CCCCCCCCCCCCCCCC(=O)OC.CCCCCCCC\C=C/CCCCCCCC(=O)OC.CCCCC/C=C\C\C=C/CCCCCCCC(=O)OC.CC/C=C/C/C=C/C/C=C/CCCCCCCC(=O)OC,-7.800359899299999,CC/C=C/C/C=C/C/C=C/CCCCCCCC(=O)OC.CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC.CCCCCCCC/C=C\CCCCCCCC(=O)OC.CCCCCCCCCCCCCCCC(=O)OC.CCCCCCCCCCCCCCCCCC(=O)OC
1658,CC(=O)OCCN(CCOC(C)=O)c1ccc(cc1)N=Nc2ccc(cc2C#N)[N+]([O-])=O,-7.300465045499999,CC(=O)OCCN(CCOC(C)=O)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2C#N)cc1
1659,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,-7.3970339946,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br
1660,CCN(CCC#N)c1ccc(cc1)N=Nc2ccc(cc2)[N+]([O-])=O,-7.208650928200001,CCN(CCC#N)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2)cc1
1661,Cc1cc(C)cc(c1)N2C(=O)c3ccc4c5ccc6C(=O)N(c7cc(C)cc(C)c7)C(=O)c8ccc(c9ccc(C2=O)c3c49)c5c68,-7.4761487948,Cc1cc(C)cc(N2C(=O)c3ccc4c5ccc6c7c(ccc(c8ccc(c3c48)C2=O)c75)C(=O)N(c2cc(C)cc(C)c2)C6=O)c1
1662,[NH4+].[Fe++].[Fe+3].[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N,-7.155088449400001,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+2].[Fe+3].[NH4+]
1663,CCN(CCC(=O)OC)c1ccc(cc1)N=Nc2snc3ccc(cc23)[N+]([O-])=O,-7.315402454199999,CCN(CCC(=O)OC)c1ccc(N=Nc2snc3ccc([N+](=O)[O-])cc23)cc1
1664,CCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCC,-7.3271074817,CCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCC
1665,CCCC1CCC(CC1)c2ccc(cc2)c3ccc(CC)cc3,-7.1853905644000005,CCCC1CCC(c2ccc(-c3ccc(CC)cc3)cc2)CC1
1666,Cc1cc(C)cc(O[P](=O)(Oc2cc(C)cc(C)c2)Oc3cc(C)cc(C)c3)c1,-7.312230264299999,Cc1cc(C)cc(OP(=O)(Oc2cc(C)cc(C)c2)Oc2cc(C)cc(C)c2)c1
1667,CC1=C(\C=C\C(C)=C\C=C\C(C)=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C2=C(C)CCCC2(C)C)C(C)(C)CCC1,-7.5537924381,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)C(C)(C)CCC1
1668,[Hf],-7.1724326435000005,[Hf]
1669,[O--].[O--].[Hf+4],-7.2440460955,[Hf+4].[O-2].[O-2]
1670,CCCCCCCCCCCCCCCCCCNC(=O)CCCCCCCCCCC\C=C/CCCCCCCC,-7.770909422999999,CCCCCCCC/C=C\CCCCCCCCCCCC(=O)NCCCCCCCCCCCCCCCCCC
1671,NC(Cc1ccccc1)=CC(=O)[C@@H](Cc2ccccc2)N(Cc3ccccc3)Cc4ccccc4,-7.6633437338,NC(=CC(=O)[C@@H](Cc1ccccc1)N(Cc1ccccc1)Cc1ccccc1)Cc1ccccc1
1672,CCCCCCCCCCCCCCCC(=O)NCCCCCCCC\C=C/CCCCCCCC,-7.7040784145,CCCCCCCC/C=C\CCCCCCCCNC(=O)CCCCCCCCCCCCCCC
1673,[H+].[Cl-].NC(N)=N.OC(=O)C1=NN(c2ccc(cc2)[S](O)(=O)=O)C(=O)C1N=Nc3ccc(cc3)[S](O)(=O)=O,-7.751246761699999,N=C(N)N.O=C(O)C1=NN(c2ccc(S(=O)(=O)O)cc2)C(=O)C1N=Nc1ccc(S(=O)(=O)O)cc1.[Cl-].[H+]
1674,CCCCCCCCCCCCCCCCCCNC(=O)CCc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,-7.724189002,CCCCCCCCCCCCCCCCCCNC(=O)CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
1675,CC(C)(C)c1cc(CCC(=O)NCCCCCCNC(=O)CCc2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C)cc(c1O)C(C)(C)C,-7.8041135239,CC(C)(C)c1cc(CCC(=O)NCCCCCCNC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O
1676,Nc1ccc(Cl)cc1C(=O)c2ccccc2Cl,-7.4250889383,Nc1ccc(Cl)cc1C(=O)c1ccccc1Cl
1677,O=[P](Oc1ccccc1)(Oc2ccccc2)Oc3ccc(cc3)c4ccc(O[P](=O)(Oc5ccccc5)Oc6ccccc6)cc4,-7.813287357,O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccc(-c2ccc(OP(=O)(Oc3ccccc3)Oc3ccccc3)cc2)cc1
1678,O=C1N(c2ccc(cc2)N=Nc3ccccc3)C(=O)c4ccc5c6ccc7C(=O)N(c8ccc(cc8)N=Nc9ccccc9)C(=O)c%10ccc(c%11ccc1c4c5%11)c6c7%10,-7.8755092242,O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1c1ccc(N=Nc2ccccc2)cc1)c64)C(=O)N(c1ccc(N=Nc2ccccc2)cc1)C5=O
1679,CCOc1cc2N=C3C(=C4Oc5cc(NC(=O)c6ccccc6)c(OCC)cc5N=C4C(=C3Oc2cc1NC(=O)c7ccccc7)NC(C)=O)NC(C)=O,-7.8613826501,CCOc1cc2c(cc1NC(=O)c1ccccc1)Oc1c(NC(C)=O)c3c(c(NC(C)=O)c1=N2)Oc1cc(NC(=O)c2ccccc2)c(OCC)cc1N=3
1680,CCCCCCCCCCCCCCCCCCNC(=O)CCCCCCCCCCCCCCCCC,-7.729153446000001,CCCCCCCCCCCCCCCCCCNC(=O)CCCCCCCCCCCCCCCCC
1681,[Al+3].[O-]B([O-])[O-],-6.9334417301,[Al+3].[O-]B([O-])[O-]
1682,B#N,-6.394784279,B#N
1683,Cc1c(Cc2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C)c(C)c(Cc3cc(c(O)c(c3)C(C)(C)C)C(C)(C)C)c(C)c1Cc4cc(c(O)c(c4)C(C)(C)C)C(C)(C)C,-7.9814736459,Cc1c(Cc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)c(C)c(Cc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)c(C)c1Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
1684,CC(C)(c1ccccc1)c2ccc(Nc3ccc(cc3)C(C)(C)c4ccccc4)cc2,-7.782007082100001,CC(C)(c1ccccc1)c1ccc(Nc2ccc(C(C)(C)c3ccccc3)cc2)cc1
1685,CCN(CC)c1ccc2C=C(C(=O)Oc2c1)c3oc4ccc(cc4n3)[S](N)(=O)=O,-7.8310984133,CCN(CC)c1ccc2cc(-c3nc4cc(S(N)(=O)=O)ccc4o3)c(=O)oc2c1
1686,O=C1c2ccccc2C(=O)c3c4Nc5ccc6C(=O)c7ccccc7C(=O)c6c5Nc4ccc13,-7.946874563300001,O=c1c2ccccc2c(=O)c2c1ccc1[nH]c3c(ccc4c(=O)c5ccccc5c(=O)c43)[nH]c12
1687,CCCCC(CC)COCCCNC(=O)Nc1cccc2c(NC(=O)NCCCOCC(CC)CCCC)cccc12,-8.0680715196,CCCCC(CC)COCCCNC(=O)Nc1cccc2c(NC(=O)NCCCOCC(CC)CCCC)cccc12
1688,Cc1cc(CCC(=O)OCC(C)(C)[CH]2OC[C]3(CO2)CO[CH](OC3)C(C)(C)COC(=O)CCc4cc(C)c(O)c(c4)C(C)(C)C)cc(c1O)C(C)(C)C,-8.2677435641,Cc1cc(CCC(=O)OCC(C)(C)C2OCC3(CO2)COC(C(C)(C)COC(=O)CCc2cc(C)c(O)c(C(C)(C)C)c2)OC3)cc(C(C)(C)C)c1O
1689,[Ti+4].Fc1ccc(N2C=C[C-]=C2)c(F)c1.Fc3ccc(N4C=C[C-]=C4)c(F)c3.[cH-]5cccc5.[cH-]6cccc6,-8.1257893916,Fc1ccc(-n2c[c-]cc2)c(F)c1.Fc1ccc(-n2c[c-]cc2)c(F)c1.[Ti+4].c1cc[cH-]c1.c1cc[cH-]c1
1690,CCN(CC)c1ccc2c(OC(=O)C(=C2C#N)c3sc4ccccc4n3)c1,-8.0974343241,CCN(CC)c1ccc2c(C#N)c(-c3nc4ccccc4s3)c(=O)oc2c1
1691,N#Cc1ccc(C=Cc2ccc(cc2)C=Cc3cccc(c3)C#N)cc1,-8.123728845599999,N#Cc1ccc(C=Cc2ccc(C=Cc3cccc(C#N)c3)cc2)cc1
1692,COc1cc(ccc1N=NC(C(C)=O)C(=O)Nc2ccccc2)c3ccc(N=NC(C(C)=O)C(=O)Nc4ccccc4)c(OC)c3,-8.6167666964,COc1cc(-c2ccc(N=NC(C(C)=O)C(=O)Nc3ccccc3)c(OC)c2)ccc1N=NC(C(C)=O)C(=O)Nc1ccccc1
1693,CCCCC(CC)CO[P](=O)(OCC(CC)CCCC)OCC(CC)CCCC,-8.85998044,CCCCC(CC)COP(=O)(OCC(CC)CCCC)OCC(CC)CCCC
1694,CCCCCCOc1ccc(c(O)c1)c2nc(nc(n2)c3ccccc3)c4ccccc4,-9.1518109699,CCCCCCOc1ccc(-c2nc(-c3ccccc3)nc(-c3ccccc3)n2)c(O)c1
1695,CCCCCCCCCCCCCCCCCCCC\C=C\C\C=C\CCCCCCCCCCCNCCCCCCCCCCCCCCCCCCCC\C=C\C\C=C\CCCCCCCCCCC,-9.7071062552,CCCCCCCCCCC/C=C/C/C=C/CCCCCCCCCCCCCCCCCCCCNCCCCCCCCCCC/C=C/C/C=C/CCCCCCCCCCCCCCCCCCCC
1696,CCCCCC(CCC)COC(=O)c1ccccc1C(=O)OCC(CCC)CCCCC,-9.6499887292,CCCCCC(CCC)COC(=O)c1ccccc1C(=O)OCC(CCC)CCCCC
1697,CC1COc2ccccc2N1C(=O)C(Cl)Cl,-3.8353901487,CC1COc2ccccc2N1C(=O)C(Cl)Cl
1698,[H+].[Cl-].Fc1ccc(cc1)C(=O)C2CCNCC2,0.5890195686999999,O=C(c1ccc(F)cc1)C1CCNCC1.[Cl-].[H+]
1699,OCC(=O)CO,1.0138642136,O=C(CO)CO
1700,[Na+].[Na+].Oc1cc(cc2cc(cc(N=Nc3cc(N=Nc4cc(cc(c4O)[N+]([O-])=O)[N+]([O-])=O)c(O)c(N=Nc5ccc(cc5)[N+]([O-])=O)c3O)c12)[S]([O-])(=O)=O)[S]([O-])(=O)=O,-0.9675670249,O=[N+]([O-])c1ccc(N=Nc2c(O)c(N=Nc3cc([N+](=O)[O-])cc([N+](=O)[O-])c3O)cc(N=Nc3cc(S(=O)(=O)[O-])cc4cc(S(=O)(=O)[O-])cc(O)c34)c2O)cc1.[Na+].[Na+]
1701,[Na+].[Na+].Oc1c2ccc(NC(=O)Nc3ccc4c(O)c(N=Nc5ccccc5)c(cc4c3)[S]([O-])(=O)=O)cc2cc(c1N=Nc6ccccc6)[S]([O-])(=O)=O,-1.8872466915,O=C(Nc1ccc2c(O)c(N=Nc3ccccc3)c(S(=O)(=O)[O-])cc2c1)Nc1ccc2c(O)c(N=Nc3ccccc3)c(S(=O)(=O)[O-])cc2c1.[Na+].[Na+]
1702,[Cl-].C[N+](C)(C)CC1CO1,0.749634411,C[N+](C)(C)CC1CO1.[Cl-]
1703,CC(C)c1ccc(cc1)[S](O)(=O)=O,0.6127511139,CC(C)c1ccc(S(=O)(=O)O)cc1
1704,[Na+].[Na+].COc1cc(c(C)cc1NC(=O)C(N=Nc2ccc(cc2)c3sc4c(ccc(C)c4[S]([O-])(=O)=O)n3)C(C)=O)[S]([O-])(=O)=O,-0.9163461364,COc1cc(S(=O)(=O)[O-])c(C)cc1NC(=O)C(N=Nc1ccc(-c2nc3ccc(C)c(S(=O)(=O)[O-])c3s2)cc1)C(C)=O.[Na+].[Na+]
1705,[Na+].[Na+].[O-][S](=O)(=O)c1cc(N\N=C2/C(=O)C=Cc3ccccc23)ccc1c4ccc(N\N=C5/C(=O)C=Cc6ccccc56)cc4[S]([O-])(=O)=O,-1.8973139062,O=C1C=Cc2ccccc2/C1=N/Nc1ccc(-c2ccc(N/N=C3\C(=O)C=Cc4ccccc43)cc2S(=O)(=O)[O-])c(S(=O)(=O)[O-])c1.[Na+].[Na+]
1706,Nc1ccc(cc1)C#N,-1.1429743647,N#Cc1ccc(N)cc1
1707,[K+].[O-]C(=O)CS,0.7806710209000001,O=C([O-])CS.[K+]
1708,[Na+].OC(COCC=C)C[S]([O-])(=O)=O,0.5538399496,C=CCOCC(O)CS(=O)(=O)[O-].[Na+]
1709,O=C1OCCO1,0.9461910524,O=C1OCCO1
1710,OC(=O)CC(=C)C(O)=O,-0.2250282975,C=C(CC(=O)O)C(=O)O
1711,[Cl-].N[C@@H](CCCN=C(N)N)C(O)=O.[H+],0.5397304724,NC(N)=NCCC[C@H](N)C(=O)O.[Cl-].[H+]
1712,[Na+].CC(Nc1ccc(N\N=C\2C=C(c3ccccc3C2=O)[S]([O-])(=O)=O)c(C)c1)C(=O)c4ccccc4,-1.8129006218,Cc1cc(NC(C)C(=O)c2ccccc2)ccc1N/N=C1\C=C(S(=O)(=O)[O-])c2ccccc2C1=O.[Na+]
1713,ClCC1CO1,-0.1473736792,ClCC1CO1
1714,[Na+].[Na+].[Na+].[O-]C(=O)CN(CC([O-])=O)CC([O-])=O,0.3961032361,O=C([O-])CN(CC(=O)[O-])CC(=O)[O-].[Na+].[Na+].[Na+]
1715,[Na+].Nc1cc(N)c(cc1N=Nc2cc(ccc2O)[N+]([O-])=O)[S]([O-])(=O)=O,-0.7639420940999999,Nc1cc(N)c(S(=O)(=O)[O-])cc1N=Nc1cc([N+](=O)[O-])ccc1O.[Na+]
1716,N=C(c1ccccc1)c2ccccc2,-2.7811280063,N=C(c1ccccc1)c1ccccc1
1717,[Na+].[O-]C(=O)CS,0.7273991488,O=C([O-])CS.[Na+]
1718,[K+].CC(CC([O-])=O)CC(C)(C)C,0.4851623717,CC(CC(=O)[O-])CC(C)(C)C.[K+]
1719,[Na].[Na+].[Fe].Nc1cc(ccc1O)[N+]([O-])=O.Nc2cc(cc(c2O)[S]([O-])(=O)=O)[N+]([O-])=O.Oc3cccc(O)c3,-0.9940566873,Nc1cc([N+](=O)[O-])cc(S(=O)(=O)[O-])c1O.Nc1cc([N+](=O)[O-])ccc1[O-].Oc1cccc(O)c1.[Fe].[Na+].[Na+]
1720,[Na+].[Na+].COc1cc(N=Nc2ccc(cc2)[S]([O-])(=O)=O)c(C)cc1N\N=C/3C(=O)c4ccc(Nc5ccccc5)cc4C=C3[S]([O-])(=O)=O,-2.0454014742,COc1cc(N=Nc2ccc(S(=O)(=O)[O-])cc2)c(C)cc1N/N=C1/C(=O)c2ccc(Nc3ccccc3)cc2C=C1S(=O)(=O)[O-].[Na+].[Na+]
1721,[Na+].[Na+].Cc1ccccc1Oc2ccccc2N\N=C/3C(=O)c4c(NC(=O)c5ccccc5)cc(cc4C=C3[S]([O-])(=O)=O)[S]([O-])(=O)=O,-2.0506714672,Cc1ccccc1Oc1ccccc1N/N=C1/C(=O)c2c(cc(S(=O)(=O)[O-])cc2NC(=O)c2ccccc2)C=C1S(=O)(=O)[O-].[Na+].[Na+]
1722,[O-][S](=O)(=O)CCC[NH+]1CCOCC1,0.4557825074,O=S(=O)([O-])CCC[NH+]1CCOCC1
1723,[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].NC(=O)Nc1cc(Nc2nc(Cl)nc(Nc3ccc(c4ccc(Nc5nc(Cl)nc(Nc6ccc(N=Nc7cc8c(cc(cc8[S]([O-])(=O)=O)[S]([O-])(=O)=O)cc7[S]([O-])(=O)=O)c(NC(N)=O)c6)n5)cc4[S]([O-])(=O)=O)c(c3)[S]([O-])(=O)=O)n2)ccc1N=Nc9cc%10c(cc(cc%10[S]([O-])(=O)=O)[S]([O-])(=O)=O)cc9[S]([O-])(=O)=O,-1.4981682805,NC(=O)Nc1cc(Nc2nc(Cl)nc(Nc3ccc(-c4ccc(Nc5nc(Cl)nc(Nc6ccc(N=Nc7cc8c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])cc8cc7S(=O)(=O)[O-])c(NC(N)=O)c6)n5)cc4S(=O)(=O)[O-])c(S(=O)(=O)[O-])c3)n2)ccc1N=Nc1cc2c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])cc2cc1S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+]
1724,[Li+].[Cl-],1.1343979721,[Cl-].[Li+]
1725,OCC[C@@H]1CCCC[NH2+]1,0.6427483546,OCC[C@@H]1CCCC[NH2+]1
1726,[H+].[Cl-].NC(CO)(CO)CO,0.5514149152000001,NC(CO)(CO)CO.[Cl-].[H+]
1727,CC(C)COC(=O)[C@@H](C)O,-0.4128573351,CC(C)COC(=O)[C@@H](C)O
1728,[Ca++].[O-]C(=O)CS,-0.3838981351,O=C([O-])CS.[Ca+2]
1729,CC1(C)CC(O)CC(C)(CN)C1,0.488999371,CC1(C)CC(O)CC(C)(CN)C1
1730,[Na+].CC(=C)C[S]([O-])(=O)=O,0.5194215084,C=C(C)CS(=O)(=O)[O-].[Na+]
1731,[K+].[K+].[O-][S](=O)(=O)OO[S]([O-])(=O)=O,-0.6537301416,O=S(=O)([O-])OOS(=O)(=O)[O-].[K+].[K+]
1732,O[C@@H](CNc1ccccc1)C[S]([O-])(=O)=O,0.1187844902,O=S(=O)([O-])C[C@@H](O)CNc1ccccc1
1733,CN(CCC#N)c1ccc(cc1)C=CC2=[N+](C)c3ccccc3C2(C)C.O[P](O)([O-])=O,-0.9304018204,CN(CCC#N)c1ccc(C=CC2=[N+](C)c3ccccc3C2(C)C)cc1.O=P([O-])(O)O
1734,[Na+].CCCCCCCC1N(CCO)C=CN1CCC([O-])=O,0.2127067575,CCCCCCCC1N(CCO)C=CN1CCC(=O)[O-].[Na+]
1735,[Na+].[Na+].[Na+].[Na+].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O,0.1189898767999999,O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Na+].[Na+].[Na+].[Na+]
1736,[F].[F].[F].[Cr],-0.3384166482,[Cr].[F].[F].[F]
1737,CC(=C)C(=O)OCC1CO1,-0.4537890803,C=C(C)C(=O)OCC1CO1
1738,[O-][N+](=O)c1[nH]ncc1,-1.2854728211,O=[N+]([O-])c1ccn[nH]1
1739,[Na+].[Co+3].CC(=O)/C(=N/Nc1cc(ccc1[O-])[S](N)(=O)=O)C(=O)[N-]c2ccccc2.CC(=O)/C(=N/Nc3cc(ccc3[O-])[S](N)(=O)=O)C(=O)[N-]c4ccccc4,-2.2084701124,CC(=O)/C(=N/Nc1cc(S([NH-])(=O)=O)ccc1O)C(=O)[N-]c1ccccc1.CC(=O)/C(=N/Nc1cc(S([NH-])(=O)=O)ccc1O)C(=O)[N-]c1ccccc1.[Co+3].[Na+]
1740,CCCCCCOC(CO)CO,-1.0558122117,CCCCCCOC(CO)CO
1741,[Br-].CC[N+]1(C)CCCC1,1.4101871429,CC[N+]1(C)CCCC1.[Br-]
1742,[K+].[O-]C(=O)c1ccccc1,0.4872673501,O=C([O-])c1ccccc1.[K+]
1743,[Cl-].NC(=O)c1ccc[n+](Cc2ccccc2)c1,0.2936103731,NC(=O)c1ccc[n+](Cc2ccccc2)c1.[Cl-]
1744,CC(C)=CCC[C@@](C)(C=C)\C=C\c1ccc(O)cc1,-6.3370173812,C=C[C@@](C)(/C=C/c1ccc(O)cc1)CCC=C(C)C
1745,O.[Na+].[O-]OB=O,-0.8231002009999999,O.O=BO[O-].[Na+]
1746,COC(C)(C)CCOC(C)=O,-0.4390291979,COC(C)(C)CCOC(C)=O
1747,[Cr+3].[O-][P]([O-])([O-])=O,0.4859956397,O=P([O-])([O-])[O-].[Cr+3]
1748,[Na+].[Na+].[Fe].Nc1ccc(cc1)[N+]([O-])=O.Nc2cc(cc(c2O)[N+]([O-])=O)[N+]([O-])=O.OC/3=CC(=O)C=CC3=N/Nc4cc(cc5cc(cc(O)c45)[S]([O-])(=O)=O)[S]([O-])(=O)=O,-1.3075465248,Nc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O.Nc1ccc([N+](=O)[O-])cc1.O=C1C=C/C(=N\Nc2cc(S(=O)(=O)[O-])cc3cc(S(=O)(=O)[O-])cc(O)c23)C(O)=C1.[Fe].[Na+].[Na+]
1749,[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].Oc1c(Nc2nc(Cl)nc(Nc3ccc(Nc4nc(Cl)nc(Nc5c(O)c6c(cc(cc6N=Nc7ccc8c(cccc8[S]([O-])(=O)=O)c7[S]([O-])(=O)=O)[S]([O-])(=O)=O)cc5[S]([O-])(=O)=O)n4)cc3)n2)c(cc9cc(cc(N=Nc%10ccc%11c(cccc%11[S]([O-])(=O)=O)c%10[S]([O-])(=O)=O)c19)[S]([O-])(=O)=O)[S]([O-])(=O)=O,-0.634868411,O=S(=O)([O-])c1cc(N=Nc2ccc3c(S(=O)(=O)[O-])cccc3c2S(=O)(=O)[O-])c2c(O)c(Nc3nc(Cl)nc(Nc4ccc(Nc5nc(Cl)nc(Nc6c(S(=O)(=O)[O-])cc7cc(S(=O)(=O)[O-])cc(N=Nc8ccc9c(S(=O)(=O)[O-])cccc9c8S(=O)(=O)[O-])c7c6O)n5)cc4)n3)c(S(=O)(=O)[O-])cc2c1.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+]
1750,[Cl-].CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,-0.9531217854,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-]
1751,[F-].[F-].[Ni++],-0.3833170773,[F-].[F-].[Ni+2]
1752,NC(=O)NC1NC(=O)NC1=O,-1.5087824856999998,NC(=O)NC1NC(=O)NC1=O
1753,[Na+].[Na+].[O-][S](=O)(=O)c1ccc(cc1)N=Nc2ccc(N\N=C\3C(=O)c4ccc(NC(=O)c5ccccc5)cc4C=C3[S]([O-])(=O)=O)cc2,-2.1566764476,O=C(Nc1ccc2c(c1)C=C(S(=O)(=O)[O-])/C(=N/Nc1ccc(N=Nc3ccc(S(=O)(=O)[O-])cc3)cc1)C2=O)c1ccccc1.[Na+].[Na+]
1754,[Na+].[O-][S](=O)(=O)C1=CC(=O)C2=C(NNc3ccccc3[S](=O)(=O)c4ccccc4)C(=N)C=CC2=C1,-2.0888316761000003,N=C1C=CC2=CC(S(=O)(=O)[O-])=CC(=O)C2=C1NNc1ccccc1S(=O)(=O)c1ccccc1.[Na+]
1755,OC[P+](CO)(CO)CO.OC[P+](CO)(CO)CO.[O-][S]([O-])(=O)=O,1.9675126996,O=S(=O)([O-])[O-].OC[P+](CO)(CO)CO.OC[P+](CO)(CO)CO
1756,O=C1CCO1,0.7104893861,O=C1CCO1
1757,[K+].CC(C)CCOC([S-])=S,0.2378897232,CC(C)CCOC(=S)[S-].[K+]
1758,CCC(=O)N(C1CC[NH2+]CC1)c2ccccc2,-0.8352255084,CCC(=O)N(c1ccccc1)C1CC[NH2+]CC1
1759,[Na+].[O-][S](=O)(=O)CCN1CCOCC1,0.1885297454,O=S(=O)([O-])CCN1CCOCC1.[Na+]
1760,CCCCCCCC(=O)OCC(O)CO,0.1794741305,CCCCCCCC(=O)OCC(O)CO
1761,[Na+].[Na+].[Na+].[Co+3].CC(=O)\C(=N/Nc1cc(cc(c1[O-])[S]([O-])(=O)=O)[N+]([O-])=O)C(=O)[N-]c2ccccc2.CC(=O)\C(=N/Nc3cc(cc(c3[O-])[S]([O-])(=O)=O)[N+]([O-])=O)C(=O)[N-]c4ccccc4,-0.4747040271,CC(=O)/C(=N\Nc1cc([N+](=O)[O-])cc(S(=O)(=O)[O-])c1[O-])C(=O)[N-]c1ccccc1.CC(=O)/C(=N\Nc1cc([N+](=O)[O-])cc(S(=O)(=O)[O-])c1[O-])C(=O)[N-]c1ccccc1.[Co+3].[Na+].[Na+].[Na+]
1762,[Na+].[Na+].Nc1c(N=Nc2ccc(cc2)[N+]([O-])=O)c(cc3C=C(\C(=N/Nc4ccccc4)C(=O)c13)[S]([O-])(=O)=O)[S]([O-])(=O)=O,-1.2800595004000002,Nc1c(N=Nc2ccc([N+](=O)[O-])cc2)c(S(=O)(=O)[O-])cc2c1C(=O)/C(=N/Nc1ccccc1)C(S(=O)(=O)[O-])=C2.[Na+].[Na+]
1763,[Li+].[O-]C(=O)c1ccccc1,0.3909106219,O=C([O-])c1ccccc1.[Li+]
1764,CN(C)C(=O)NC[C@@]1(C)C[C@@H](CC(C)(C)C1)NC(=O)N(C)C,-1.8938187529,CN(C)C(=O)NC[C@@]1(C)C[C@H](NC(=O)N(C)C)CC(C)(C)C1
1765,[Na+].[Na+].Nc1ccc2C(=O)C(=N/Nc3ccc4C(=O)C(=N/Nc5ccccc5)\C(=Cc4c3)[S]([O-])(=O)=O)/C(=Cc2c1)[S]([O-])(=O)=O,-2.2101305551,Nc1ccc2c(c1)C=C(S(=O)(=O)[O-])/C(=N\Nc1ccc3c(c1)C=C(S(=O)(=O)[O-])/C(=N/Nc1ccccc1)C3=O)C2=O.[Na+].[Na+]
1766,NC(=O)C[NH+](CC([O-])=O)CC([O-])=O,-1.7635818574000002,NC(=O)C[NH+](CC(=O)[O-])CC(=O)[O-]
1767,[Ca++].NC#N,-0.4460963217,N#CN.[Ca+2]
1768,OC(=O)CCSCCC(O)=O,-0.7991431977,O=C(O)CCSCCC(=O)O
1769,CCCCN[P](N)(N)=S,-0.7730339165000001,CCCCNP(N)(N)=S
1770,[Na+].[Na+].[Na+].Cc1ccccc1Nc2nc(Cl)nc(Nc3cc(cc4C=C(/C(=N/Nc5ccccc5[S]([O-])(=O)=O)C(=O)c34)[S]([O-])(=O)=O)[S]([O-])(=O)=O)n2,-0.4572403676,Cc1ccccc1Nc1nc(Cl)nc(Nc2cc(S(=O)(=O)[O-])cc3c2C(=O)/C(=N\Nc2ccccc2S(=O)(=O)[O-])C(S(=O)(=O)[O-])=C3)n1.[Na+].[Na+].[Na+]
1771,[H+].[Cl-].NN,1.5956288145,NN.[Cl-].[H+]
1772,[Na+].Oc1ccc2ccccc2c1N=Nc3ccc(cc3)[S]([O-])(=O)=O,-1.1158578961,O=S(=O)([O-])c1ccc(N=Nc2c(O)ccc3ccccc23)cc1.[Na+]
