ID,InChIKey,SMILES,LogS,SD,Group,sample_weight
C-690,UGQVTTBSGZLNIL-UHFFFAOYSA-N,N[S](=O)(=O)C1=CC2=C(S1)C(O)CCS2,-2.25,0.0,G1,0.6
C-692,IXSGKTPWQQPRAU-UHFFFAOYSA-N,CC(C)OC(=O)C1(CCCCC1)[S](=O)(=O)C2=CC=C(C)C=C2,-4.62,0.0,G1,0.6
C-695,GWIAAIUASRVOIA-UHFFFAOYSA-N,NC1=C(C2=CC=CC=C2C=C1)[S](O)(=O)=O,-1.7,0.0,G1,0.6
C-696,UPSPUYADGBWSHF-UHFFFAOYSA-N,C[N]1C(=CC=C1C(=O)C2=CC=C(C)C=C2)CC(O)=O,-4.09,0.0,G1,0.6
C-700,JORNJVDPZHKPNJ-UHFFFAOYSA-N,CN(C)C(=O)C1=CC(=C(C=C1[N+]([O-])=O)[N+]([O-])=O)N2CC2,-2.48,0.0,G1,0.6
C-708,HUPFGZXOMWLGNK-UHFFFAOYSA-N,OC(=O)C1=CC(=CC=C1O)C2=C(F)C=C(F)C=C2,-4.61,0.0,G1,0.6
C-710,AKUJBENLRBOFTD-UHFFFAOYSA-N,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COC(C)=O,-4.9,0.0,G1,0.6
C-727,QSLMDECMDJKHMQ-UHFFFAOYSA-N,CNCCCC12CCC(C3=C1C=CC=C3)C4=C2C=CC=C4,-4.69,0.0,G1,0.6
C-731,JRURYQJSLYLRLN-YHYXMXQVSA-N,CCN(CC)C(=O)\C(=C/C1=CC(=C(O)C(=C1)[N+]([O-])=O)O)C#N,-4.26,0.0,G1,0.6
C-735,JKLHHVBMBLUNBW-UHFFFAOYSA-N,[O-][N+](=O)C1=C(C=C(C(=O)NC2CC2)C(=C1)[N+]([O-])=O)N3CC3,-3.39,0.0,G1,0.6
C-736,GDLBFKVLRPITMI-UHFFFAOYSA-N,CC1=NC2=C(C=C(Cl)C=C2)[S](=O)(=O)N1,-3.36,0.0,G1,0.6
C-747,LGQAEHYXRMFPHS-UHFFFAOYSA-N,CC(C)(C)C(=O)OCC1OC(CC1O)N2C=C(I)C(=O)NC2=O,-3.36,0.0,G1,0.6
C-748,OTVAEFIXJLOWRX-UHFFFAOYSA-N,C[S](=O)(=O)C1=CC=C(C=C1)C(O)C(CO)NC(=O)C(Cl)Cl,-2.15,0.0,G1,0.6
C-749,MDKGKXOCJGEUJW-UHFFFAOYSA-N,CC(C(O)=O)C1=CC=C(C=C1)C(=O)C2=CC=CS2,-2.0,0.0,G1,0.6
C-751,YLCXGBZIZBEVPZ-UHFFFAOYSA-N,CN1CCN=C(C2=CC=CC=C2)C3=C1C=CC(=C3)Cl,-4.43,0.3349999999999999,G3,0.8
C-753,FFGPTBGBLSHEPO-UHFFFAOYSA-N,NC(=O)N1C2=C(C=CC=C2)C=CC3=C1C=CC=C3,-3.29,0.1407485069981996,G5,1.0
C-758,ZSDSQXJSNMTJDA-UHFFFAOYSA-N,CCCN(CCC)C1=C(C=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,-6.05,0.2399881293360617,G5,1.0
C-762,CNCBPCXAUZPIGA-UHFFFAOYSA-N,CC(C)OC(=O)C1(CCCCCC1)[S](=O)(=O)C2=CC=C(Cl)C=C2,-5.52,0.0,G1,0.6
C-763,ZSCDBOWYZJWBIY-UHFFFAOYSA-N,CC(CN(C)C)CN1C2=C(CCC3=C1C=CC=C3)C=CC=C2,-4.79,0.0,G1,0.6
C-764,DWEPFAMAQPVFBH-UHFFFAOYSA-N,N[S](=O)(=O)C1=CC2=C(S1)[S](=O)CCC2O,-1.35,0.0,G1,0.6
C-766,KDBSFQVOZZGNJK-UHFFFAOYSA-N,CCCC(=O)OCC1OC(CC1O)N2C=C(I)C(=O)NC2=O,-2.84,0.0,G1,0.6
C-770,QUQCJNNIGSBSRQ-UHFFFAOYSA-N,CC(C)C(=O)OCC1OC(CC1O)N2C=C(I)C(=O)NC2=O,-2.76,0.0,G1,0.6
C-771,PJMPHNIQZUBGLI-UHFFFAOYSA-N,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,-3.82,0.2970499999999998,G3,0.8
C-776,ANRCRHLXUCJAKV-UHFFFAOYSA-N,ClC1=CC=C(N[S](=O)(=O)C2=CC=CC=C2)C=C1,-4.03,0.0,G1,0.6
C-777,FELSOTPKAIENCI-UHFFFAOYSA-N,COC(=O)C1CC1[S](=O)(=O)C2=CC=C(C=C2)[N+]([O-])=O,-3.38,0.0,G1,0.6
C-783,RIOXQFHNBCKOKP-UHFFFAOYSA-N,CCCCNC(=O)[N]1C(=NC2=C1C=CC=C2)NC(=O)OC,-4.86,0.0115499999999997,G3,0.8
C-787,IXRSCWSJPFKHLV-UHFFFAOYSA-N,CCCCC(=O)OCC1OC(CC1O)N2C=C(I)C(=O)NC2=O,-3.4,0.0,G1,0.6
C-790,KMSWCQQQRKBBAH-UHFFFAOYSA-N,ClC1=CC=CC=C1N[S](=O)(=O)C2=CC=CC=C2,-4.32,0.0,G1,0.6
C-791,BGRJTUBHPOOWDU-UHFFFAOYSA-N,CCN1CCCC1CNC(=O)C2=C(OC)C=CC(=C2)[S](N)(=O)=O,-2.88,0.0,G1,0.6
C-798,IDKAXRLETRCXKS-UHFFFAOYSA-N,OC(=O)CC1=CC=CC=C1OC2=C(Cl)C=C(Cl)C=C2,-4.86,0.0,G1,0.6
C-805,YWIHZYXECGNFTQ-UHFFFAOYSA-N,ClC1=NC=CC=C1N[S](=O)(=O)C2=CC=CC=C2,-3.76,0.0,G1,0.6
C-808,MIPCZELJNQPXAK-UHFFFAOYSA-N,ClC1=CC=CN=C1N[S](=O)(=O)C2=CC=CC=C2,-3.17,0.0,G1,0.6
C-810,NWIBSHFKIJFRCO-UHFFFAOYSA-N,COC12C(COC(N)=O)C3=C(N1CC4NC24)C(=O)C(=C(N)C3=O)C,-2.56,0.0,G1,0.6
C-812,SNHRLVCMMWUAJD-UHFFFAOYSA-N,CCCCC(=O)OC1(C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C)C(=O)CO,-4.71,0.0,G1,0.6
C-814,YCIYTXRUZSDMRZ-UHFFFAOYSA-N,ClC1=CC2=C(OC3=C(O2)C=CC=C3)C=C1Cl,-7.23,0.0,G1,0.6
C-817,AQMBZJFAYLBACQ-UHFFFAOYSA-N,COC1=CC2=C(C=CN=C2C=C1)C(O)C3CN4CCC3C(C4)C=C,-3.36,0.0,G1,0.6
C-819,VVSSGCCPNDSLPL-UHFFFAOYSA-N,N[S](=O)(=O)C1=CC2=C(S1)[S](=O)(=O)CCC2,-2.68,0.0,G1,0.6
C-820,OUZWUKMCLIBBOG-UHFFFAOYSA-N,CCOC1=CC2=C(C=C1)N=C(S2)[S](N)(=O)=O,-4.03,0.2434104946153493,G5,1.0
C-833,JWTZQLSHXWBZJJ-UHFFFAOYSA-N,CCC1=CC=C(N[S](=O)(=O)C2=CC=C(N)C=C2)C=C1,-4.52,0.0,G1,0.6
C-839,RBJGYDGKXTYSSL-UHFFFAOYSA-N,NC1=CC=C(C=C1)[S](=O)(=O)NC2=CC=C(Cl)C=C2,-4.13,0.0,G1,0.6
C-840,RSVPPPHXAASNOL-UHFFFAOYSA-N,CCCN(CCC)C1=C(C(=C(C=C1[N+]([O-])=O)C(F)(F)F)N)[N+]([O-])=O,-7.07,0.18025,G3,0.8
C-843,PKCILPHWDZXVQT-UHFFFAOYSA-N,COC1=CC=C(N[S](=O)(=O)C2=CC=C(N)C=C2)C=C1,-4.23,0.0,G1,0.6
C-844,PLPNDNWDSGFETI-UHFFFAOYSA-N,NC1=CC=C(C=C1)[S](=O)(=O)NC2=CC=C(C=C2)C#N,-3.6,0.0,G1,0.6
C-846,XLMALTXPSGQGBX-UHFFFAOYSA-N,CCC(=O)OC(CC1=CC=CC=C1)(C(C)CN(C)C)C2=CC=CC=C2,-2.61,0.0,G1,0.6
C-848,UVTNFZQICZKOEM-UHFFFAOYSA-N,CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C2=NC=CC=C2)C(C)C,-1.7,0.0,G1,0.6
C-850,IKVPZYAOGOJTLK-UHFFFAOYSA-N,O=C1NC(=O)C(C(=O)N1)(C2=CC=CC=C2)C3=CC=CC=C3,-4.2,0.0,G1,0.6
C-854,SWSJPCDGJYPPCS-UHFFFAOYSA-N,[O-][N+](=O)C1=CC=C(N[S](=O)(=O)C2=CC=CC=C2)C=C1,-3.93,0.0,G1,0.6
C-863,AMEKQAFGQBKLKX-UHFFFAOYSA-N,CC1=C(C(=O)NC2=CC=CC=C2)[S](=O)(=O)CCO1,-2.43,0.0745500000000001,G3,0.8
C-864,KSNBKURTGGLQHU-UHFFFAOYSA-N,CC1=C(Cl)C=C(N[S](=O)(=O)C2=CC=C(N)C=C2)C=C1,-4.91,0.0,G1,0.6
C-865,QVUSGTRNWLETRQ-UHFFFAOYSA-N,CC1=C(N[S](=O)(=O)C2=CC=C(N)C=C2)C=CC(=C1)Cl,-4.35,0.0,G1,0.6
C-866,XGMPVBXKDAHORN-UHFFFAOYSA-N,CC(=O)OCC(=O)C1(O)C(CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C)OC(C)=O,-4.13,0.0,G1,0.6
C-868,VAIYLVSTCHKPAY-UHFFFAOYSA-N,ClC1=CC=CC(=C1Cl)N[S](=O)(=O)C2=CC=CC=C2,-4.73,0.0,G1,0.6
C-869,WKVHKLUGADLQMG-UHFFFAOYSA-N,CC1=C(C=CC(=C1)N)[S](=O)(=O)NC2=CC=C(Cl)C=C2,-4.42,0.0,G1,0.6
C-870,YZMCKZRAOLZXAZ-UHFFFAOYSA-N,CC1=CC(=NC(=N1)C)N[S](=O)(=O)C2=CC=C(N)C=C2,-2.3,0.0356431698303552,G5,1.0
C-872,JEYCTXHKTXCGPB-UHFFFAOYSA-N,CC1=CC=CC=C1N2C(=NC3=C(C=CC=C3)C2=O)C,-2.92,0.0,G1,0.6
C-875,PGWAMIHTVMBZDQ-UHFFFAOYSA-N,CC1=C(N[S](=O)(=O)C2=CC=C(N)C=C2)C=C(Cl)C=C1,-3.98,0.0,G1,0.6
C-877,IIQTWTHBDAEKBJ-UHFFFAOYSA-N,CC1=CC(=C(N[S](=O)(=O)C2=CC=C(N)C=C2)C=C1)Cl,-4.32,0.0,G1,0.6
C-882,QYEQJQLZLZRQEB-UHFFFAOYSA-N,[O-][N+](=O)C1=CC=CC=C1N[S](=O)(=O)C2=CC=CC=C2,-4.01,0.0,G1,0.6
C-891,RYGRTXQPJZRDAK-UHFFFAOYSA-N,CC1=C(C=CC(=C1)N)[S](=O)(=O)NC2=C(Cl)C=CC=C2,-5.05,0.0,G1,0.6
C-901,QQAOTACZYKWDQH-UHFFFAOYSA-N,CCCC(=O)OCN1C=NC2=C(C=N[N]2COC(=O)CCC)C1=O,-3.83,0.0,G1,0.6
C-910,KJONHKAYOJNZEC-UHFFFAOYSA-N,[O-][N+](=O)C1=CC=C2NC(=O)CN=C(C3=CC=CC=C3)C2=C1,-3.8,0.0,G1,0.6
C-911,SIBQAECNSSQUOD-UHFFFAOYSA-N,CCN1C=CC(=NC1=O)N[S](=O)(=O)C2=CC=C(N)C=C2,-2.23,0.0,G1,0.6
C-913,GSASPEJNWFVWQK-UHFFFAOYSA-N,CC1=CC=C(N[S](=O)(=O)C2=CC=C(C=C2)[N+]([O-])=O)N=C1,-4.29,0.0,G1,0.6
C-916,ACJNABKXDUDYAM-UHFFFAOYSA-N,NC1=CC=C(C=C1)[S](=O)(=O)NC2=CC=C(C=C2)[N+]([O-])=O,-3.94,0.0,G1,0.6
C-919,ANTSCNMPPGJYLG-UHFFFAOYSA-N,CNC1=NC2=CC=C(Cl)C=C2C(=[N+]([O-])C1)C3=CC=CC=C3,-4.48,0.0,G1,0.6
C-920,RLAKZPRFFJDPOI-UHFFFAOYSA-N,NC1=CC=C(C(=C1)Cl)[S](=O)(=O)NC2=CC=C(Cl)C=C2,-4.59,0.0,G1,0.6
C-921,PQUPSQYCUSDJGL-UHFFFAOYSA-N,NC1=CC=C(C=C1)[S](=O)(=O)NC2=CC(=CC=C2Cl)Cl,-4.4,0.0,G1,0.6
C-922,DUAASAVOKXBDLI-UHFFFAOYSA-N,NC1=CC=C(C=C1)[S](=O)(=O)NC2=CC=CC(=C2Cl)Cl,-4.73,0.0,G1,0.6
C-923,FHFYDNQZQSQIAI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=C1C=C(N3CCN(C)CC3)C(=C2)F,-1.47,0.0,G1,0.6
C-925,JNQQEDYUWRZNDU-UHFFFAOYSA-N,CC1=C(N=C2C=C(O)C(=O)C3=C2C=CC=C3)C(=NO1)C,-3.89,0.0,G1,0.6
C-926,XEROSHXMTSNDBW-UHFFFAOYSA-N,N[S](=O)(=O)C1=CC2=C(S1)C(O)CC[S]2=O,-1.57,0.0,G1,0.6
C-928,BRVWBJZREZWBRX-UHFFFAOYSA-N,NC1=CC=C(C=C1)[S](=O)(=O)NC2=CC=CC=C2[N+]([O-])=O,-4.49,0.0,G1,0.6
C-929,WLGLMOOOFGAYSX-UHFFFAOYSA-N,NC1=CC(=C(C=C1)[S](=O)(=O)NC2=CC=CC=C2Cl)Cl,-5.11,0.0,G1,0.6
C-932,GUQMUFCFDMUPMN-UHFFFAOYSA-N,COC1=C(N[S](=O)(=O)C2=CC=C(N)C=C2)C=CC=C1Cl,-4.15,0.0,G1,0.6
C-937,XJGVXQDUIWGIRW-UHFFFAOYSA-N,CN1CCN(CC1)C2=NC3=C(OC4=C2C=C(Cl)C=C4)C=CC=C3,-4.42,0.0,G1,0.6
C-939,FBFCVJNZKBVVRP-UHFFFAOYSA-N,CC(=O)OCN1C(=O)NC(C1=O)(C2=CC=CC=C2)C3=CC=CC=C3,-4.47,0.2200000000000002,G3,0.8
C-941,IYYPLFUVXTVBLD-UHFFFAOYSA-N,CN1C(=O)CCC(N2C(=O)C3=C(C=CC=C3)C2=O)C1=O,-2.99,0.0,G1,0.6
C-942,GNYYVWOTRVNKCO-UHFFFAOYSA-N,NC1=CC=C(C=C1)[S](=O)(=O)NC2=CC=C(I)C=C2,-4.52,0.0,G1,0.6
C-944,CJJOSEISRRTUQB-UHFFFAOYSA-N,CO[P](=S)(OC)SCN1N=NC2=CC=CC=C2C1=O,-4.04,0.0706999999999999,G3,0.8
C-945,OPXLLQIJSORQAM-UHFFFAOYSA-N,COC(=O)NC1=NC2=CC(=CC=C2[NH]1)C(=O)C3=CC=CC=C3,-3.88,0.1313999999999999,G3,0.8
C-947,LMEKQMALGUDUQG-UHFFFAOYSA-N,C[N]1C=NC(=C1SC2=NC=NC3=C2[NH]C=N3)[N+]([O-])=O,-3.21,0.0,G1,0.6
C-948,PAEHEULFAIRJNM-UHFFFAOYSA-N,CC1N(CN2C(=O)C3=C(C=CC=C3)N=C12)CC4=CC=CC=C4,-4.0,0.0,G1,0.6
C-950,TWUYULBKODYURR-UHFFFAOYSA-N,CCC1=C(N=C2C=C(O)C(=O)C3=C2C=CC=C3)C(=NO1)C,-2.72,0.0,G1,0.6
C-955,BUCSZBGRXQNNMQ-UHFFFAOYSA-N,CCOC1=CC=C(N[S](=O)(=O)C2=CC=C(C=C2)[N+]([O-])=O)C=C1,-4.72,0.0,G1,0.6
C-958,JZPKLLLUDLHCEL-UHFFFAOYSA-N,CC(C)=C1OC(=O)N(C1=O)C2=C(F)C=C(Cl)C(=C2)OC3CCCC3,-6.21,0.0,G1,0.6
C-959,FBQTWGHLMQUOQL-UHFFFAOYSA-N,CCC(=O)OCN1C(=O)NC(C1=O)(C2=CC=CC=C2)C3=CC=CC=C3,-4.91,0.08,G3,0.8
C-962,HZKCDBKRNMDOJB-UHFFFAOYSA-N,CC1=C(C=CC(=C1)N)[S](=O)(=O)NC2=C(C=CC=C2)[N+]([O-])=O,-4.51,0.0,G1,0.6
C-966,SWBHWUYHHJCADA-UHFFFAOYSA-N,FC1=C(C(=CC=C1)F)C2=NN=C(N=N2)C3=C(Cl)C=CC=C3,-6.12,0.0,G1,0.6
C-969,JSAKUYFJPZQXBF-UHFFFAOYSA-N,CCCC1=C(N=C2C=C(O)C(=O)C3=C2C=CC=C3)C(=NO1)C,-3.7,0.0,G1,0.6
C-971,NAEQJWFRAJVALC-UHFFFAOYSA-N,NC1=CC=C(C=C1)[S](=O)(=O)NC2=C(Cl)C=C(Cl)C(=C2)Cl,-4.83,0.0,G1,0.6
C-973,KVYZUAZCQPQRPI-UHFFFAOYSA-N,BrC1=CC=C(N[S](=O)(=O)C2=CC=CC=C2)C(=C1)Br,-5.01,0.0,G1,0.6
C-976,JBMKAUGHUNFTOL-UHFFFAOYSA-N,N[S](=O)(=O)C1=CC2=C(C=C1Cl)N=CN[S]2(=O)=O,-2.92,0.0630000000000001,G3,0.8
C-979,ZGRYQDHDZGJMNF-UHFFFAOYSA-N,N[S](=O)(=O)C1=CC2=C(CC(O)C[S]2(=O)=O)S1,-1.59,0.0,G1,0.6
C-981,APTGDJCKNMNFID-UHFFFAOYSA-N,N[S](=O)(=O)C1=CC2=C(S1)[S](=O)(=O)CC(O)C2,-1.54,0.0,G1,0.6
C-982,HYVMOJOTZLNZPF-UHFFFAOYSA-N,N[S](=O)(=O)C1=CC2=C(S1)C(=O)CC[S]2(=O)=O,-3.67,0.0,G1,0.6
C-983,LNVGTRNKWNAINT-UHFFFAOYSA-N,N[S](=O)(=O)C1=CC2=C(S1)C(O)CC[S]2(=O)=O,-1.28,0.0,G1,0.6
C-984,LYIKHGOXEXNKEV-UHFFFAOYSA-N,CCCN1C(=O)CCC(N2C(=O)C3=C(C=CC=C3)C2=O)C1=O,-3.72,0.0,G1,0.6
C-985,BGNCCUHEGHNNAP-UHFFFAOYSA-N,N[S](=O)(=O)C1=CC2=C(S1)[S](=O)(=O)CCC2=O,-3.02,0.0,G1,0.6
C-987,LSCYDZJASSKSMJ-UHFFFAOYSA-N,CC1(O)CC(C2=CC=CC=C2)C3=C(O1)C4=C(OC3=O)C=CC=C4,-4.74,0.0,G1,0.6
C-989,XIURVHNZVLADCM-UHFFFAOYSA-N,CC(=O)OCC1=C(N2C(SC1)C(NC(=O)CC3=CC=CS3)C2=O)C(O)=O,-2.94,0.0,G1,0.6
C-994,UVDMLIMKZIIZSL-UHFFFAOYSA-N,CCCCCC1=C(N=C2C=C(O)C(=O)C3=C2C=CC=C3)C(=NO1)C,-3.18,0.0,G1,0.6
C-995,BZMIHNKNQJJVRO-JZJYNLBNSA-N,CCO/N=C(OC(=O)C1=CC=CC=C1)/C2=C(OC)C(=CC=C2OC)Cl,-4.08,0.0,G1,0.6
C-996,GSDSWSVVBLHKDQ-UHFFFAOYSA-N,CC1COC2=C(N3CCN(C)CC3)C(=CC4=C2N1C=C(C(O)=O)C4=O)F,-1.27,0.0,G1,0.6
C-997,VCKUSRYTPJJLNI-UHFFFAOYSA-N,COC1=CC2=C(C=C1OC)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N,-1.8,0.0,G1,0.6
C-998,BBVOMHRLNCRXRH-UHFFFAOYSA-N,CCN1C(=C(N=NC2=C(C=C(Cl)C=C2)[N+]([O-])=O)C(=C(C#N)C1=O)C)O,-6.69,0.0,G1,0.6
C-999,VRQVVMDWGGWHTJ-UHFFFAOYSA-N,COC1=CC2=C(SC3=C(C=CC=C3)N2CC(C)CN(C)C)C=C1,-4.37,0.0750000000000001,G3,0.8
C-1002,MTZBBNMLMNBNJL-UHFFFAOYSA-N,CC1=C(NC(=O)C2=CC(=C(Cl)C=C2O)[S](N)(=O)=O)C(=CC=C1)C,-3.9,0.0566999999999999,G3,0.8
C-1003,WFPVQUWLMGSJJX-UHFFFAOYSA-N,CC(=O)NC1=C(N[S](=O)(=O)C2=CC=C(C=C2)[N+]([O-])=O)C=NC=C1,-3.39,0.0,G1,0.6
C-1005,ZSOMRRRVYGRIMH-UHFFFAOYSA-N,CCCCCN1C(=O)CCC(N2C(=O)C3=C(C=CC=C3)C2=O)C1=O,-4.7,0.0,G1,0.6
C-1006,OYFFXILVYKNQTK-UHFFFAOYSA-N,CC1=CN(C2CC(N=[N+]=[N-])C(COC(=O)C3=CC=NC=C3)O2)C(=O)NC1=O,-2.72,0.0,G1,0.6
C-1009,IAKHMKGGTNLKSZ-UHFFFAOYSA-N,COC1=CC=C2C(=CC1=O)C(CCC3=C2C(=C(OC)C(=C3)OC)OC)NC(C)=O,-0.94,0.0,G1,0.6
C-1012,VREFGVBLTWBCJP-UHFFFAOYSA-N,CC1=NN=C2CN=C(C3=CC=CC=C3)C4=C(C=CC(=C4)Cl)[N]12,-3.6,0.0849999999999999,G3,0.8
C-1016,YNZXWQJZEDLQEG-UHFFFAOYSA-N,COC1=CC2=C(N)N=C(N=C2C(=C1OC)OC)N3CCN(CC3)C(=O)OCC(C)(C)O,-3.64,0.0,G1,0.6
C-1018,SMPZPKRDRQOOHT-UHFFFAOYSA-N,COC1=C2C(=O)C3=C(C=CC=C3)N(C)C2=C4C=CC(C)(C)OC4=C1,-5.21,0.0,G1,0.6
C-1037,JOFWLTCLBGQGBO-UHFFFAOYSA-N,CC1=NN=C2CN=C(C3=CC=CC=C3Cl)C4=C(C=CC(=C4)Cl)[N]12,-4.08,0.0,G1,0.6
C-1038,JUVIOZPCNVVQFO-UHFFFAOYSA-N,COC1=CC2=C(C=C1OC)C3C(CO2)OC4=C(C=CC5=C4CC(O5)C(C)=C)C3=O,-4.47,0.0249999999999999,G3,0.8
C-1040,CESYKOGBSMNBPD-UHFFFAOYSA-N,CN1C(CCl)NC2=C(C=C(C(=C2)Cl)[S](N)(=O)=O)[S]1(=O)=O,-3.78,0.0,G1,0.6
C-1041,JZCPOTMKOXYURK-UHFFFAOYSA-N,CC(OC1=CC=C(OC2=NC3=C(C=C(Cl)C=C3)N=C2)C=C1)C(=O)OC4CCCO4,-5.02,0.0,G1,0.6
C-1045,LMJSLTNSBFUCMU-UHFFFAOYSA-N,N[S](=O)(=O)C1=C(Cl)C=C2NC(N[S](=O)(=O)C2=C1)C(Cl)Cl,-3.18,0.3499259477216413,G5,1.0
C-1048,NSWAMPCUPHPTTC-UHFFFAOYSA-N,CCOC(=O)C1=CC=CC=C1[S](=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)Cl,-4.58,0.0,G1,0.6
C-1050,QYSPLQLAKJAUJT-UHFFFAOYSA-N,CN1C(=C(O)C2=C(C=CC=C2)[S]1(=O)=O)C(=O)NC3=CC=CC=N3,-4.5,0.2614489540150342,G5,1.0
C-1051,RZEKVGVHFLEQIL-UHFFFAOYSA-N,CC1=CC=C(C=C1)C2=CC(=N[N]2C3=CC=C(C=C3)[S](N)(=O)=O)C(F)(F)F,-4.74,0.0,G1,0.6
C-1052,IWVCMVBTMGNXQD-UHFFFAOYSA-N,CN(C)C1C2C(O)C3C(=C(O)C2(O)C(=O)C(=C1O)C(N)=O)C(=O)C4=C(C=CC=C4O)C3(C)O,-3.15,0.0,G1,0.6
C-1054,DOBMPNYZJYQDGZ-UHFFFAOYSA-N,OC1=C(CC2=C(O)C3=CC=CC=C3OC2=O)C(=O)OC4=C1C=CC=C4,-4.27,0.0,G1,0.6
C-1060,ZRVUJXDFFKFLMG-UHFFFAOYSA-N,CN1C(=C(O)C2=CC=CC=C2[S]1(=O)=O)C(=O)NC3=NC=C(C)S3,-1.92,0.0,G1,0.6
C-1063,FUBVWMNBEHXPSU-UHFFFAOYSA-N,CCOC(=O)NC1=CC2=C(SC3=C(C=CC=C3)N2C(=O)CCN4CCOCC4)C=C1,-3.9,0.0,G1,0.6
C-1066,DTVOKYWXACGVGO-UHFFFAOYSA-N,COC(=O)C1=CC=C(N=C1[S](=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC)C(F)(F)F,-3.89,0.0,G1,0.6
C-1067,FBOZXECLQNJBKD-UHFFFAOYSA-N,CN(CC1=NC2=C(N=C1)N=C(N)N=C2N)C3=CC=C(C=C3)C(=O)NC(CCC(O)=O)C(O)=O,-4.0,0.0,G1,0.6
C-1102,OPNPQXLQERQBBV-UHFFFAOYSA-N,CCC(Br)(CC)C(=O)NC(N)=O,-2.68,0.0862499999999999,G3,0.8
C-1105,XHBHEPKDMPOVAT-UHFFFAOYSA-N,CCC(CC)(C(=O)NC(N)=O)C(=O)OC,-1.96,0.0,G1,0.6
C-1108,KIOURYUVFMVQEI-UHFFFAOYSA-N,CCOC(=O)C(CC)(CC)C(=O)NC(N)=O,-2.08,0.0,G1,0.6
C-1110,GXEKYRXVRROBEV-UHFFFAOYSA-N,OC(=O)C1C2CCC(O2)C1C(O)=O,-0.27,0.0,G1,0.6
C-1114,DGTCYQZOIKAZMK-UHFFFAOYSA-N,CCC(CC)(C(=O)NC(N)=O)C(=O)OC(C)C,-2.77,0.0,G1,0.6
C-1116,UQAMZYUCRWJDDJ-UHFFFAOYSA-N,CCC(CC)(C(=O)NC(N)=O)C(=O)OCOC,-2.17,0.0,G1,0.6
C-1119,GQYIWUVLTXOXAJ-UHFFFAOYSA-N,ClCCN(N=O)C(=O)NC1CCCCC1,-3.37,0.0,G1,0.6
C-1124,KXJAQUIZSZBSID-UHFFFAOYSA-N,COC(=O)C(CC=C)(CC=C)C(=O)NC(N)=O,-2.17,0.0,G1,0.6
C-1129,OSDLLIBGSJNGJE-UHFFFAOYSA-N,CC1=C(Cl)C(=CC(=C1)O)C,-2.67,0.1943541651416917,G5,1.0
C-1130,UOUBPDZUBVJZOQ-UHFFFAOYSA-N,OCNC(=O)C1=CC=CC=C1,-0.52,0.0,G1,0.6
C-1134,ZQVKTHRQIXSMGY-UHFFFAOYSA-N,CCC1=CC=C(C=C1)C(O)=O,-2.52,0.0,G1,0.6
C-1136,SQZCZXRYOJJCDU-UHFFFAOYSA-N,CC(C)C1=NC(=C[NH]1)[N+]([O-])=O,-1.15,0.0,G1,0.6
C-1137,GUCPYIYFQVTFSI-UHFFFAOYSA-N,COC1=CC=C(C=C1)C(N)=O,-1.72,0.0,G1,0.6
C-1139,VKPLPDIMEREJJF-UHFFFAOYSA-N,COC1=CC=CC(=C1)C(N)=O,-1.72,0.0,G1,0.6
C-1144,WCEZGNZVJAKFRE-UHFFFAOYSA-N,CC(C)(C)C(=O)OCN1C=C(F)C(=O)N(COC(=O)C(C)(C)C)C1=O,-3.9,0.0,G1,0.6
C-1146,VEROGXNNWXHGRF-UHFFFAOYSA-N,CN(C)CNC(=O)C1=CC=CC=C1,0.42,0.0,G1,0.6
C-1148,VSMDINRNYYEDRN-UHFFFAOYSA-N,OC1=CC=C(I)C=C1,-1.71,0.0,G1,0.6
C-1155,JFKUBRAOUZEZSL-UHFFFAOYSA-N,CCCCC1=CC=C(C=C1)C(O)=O,-3.08,0.0,G1,0.6
C-1156,CCBUAQOJPDCNAJ-UHFFFAOYSA-N,CC(=O)OCN1C=C(F)C(=O)N(COC(C)=O)C1=O,-1.81,0.0,G1,0.6
C-1157,MJFORILECQXJAU-UHFFFAOYSA-N,CCOC(=O)C(C)(C(=O)NC(=O)NC)C1=CCCCC1,-3.0,0.0,G1,0.6
C-1159,NTAFJUSDNOSFFY-UHFFFAOYSA-N,CC(C)C1=NC=C([N]1C)[N+]([O-])=O,-1.26,0.0,G1,0.6
C-1160,WCJYTPVNMWIZCG-UHFFFAOYSA-N,CNC(=O)OC1=CC(=C(C)C=C1)C,-2.49,0.1753,G3,0.8
C-1163,KPQZUUQMTUIKBP-UHFFFAOYSA-N,CC(O)C[N]1C(=NC=C1[N+]([O-])=O)C,-0.74,0.0,G1,0.6
